episode,global_step,reward,avg10,length,success,goal_touched,collision,timeout,min_dist,avg_speed_ms,end_reason,elapsed_s,act0_mean,act0_std,act0_min,act0_max,act1_mean,act1_std,act1_min,act1_max,obs_mean,obs_std,obs_min,obs_max,actor_loss,critic_loss,policy_entropy,entropy_coef,td_error,grad_norm_actor,grad_norm_critic,lr_actor,lr_critic,alpha,alpha_loss,target_update_magnitude,replay_buffer_size,recurrent_cell
11,23348,-2000.5408,-2000.4273,2176,0,0,0,0,1.8322,1.62,low_score,106.9,-0.034655,0.526538,-0.893905,0.891356,3.043426,1.747198,0.010683,5.994317,0.508656,0.440154,-0.586695,1.0,-1.813863,0.007229,2.358976,0.47218,0.056732,0.027519,0.0118,0.0002,0.0002,0.47218,-2.518885,0.010411,1464,gru
12,25548,-2000.1194,-2000.4129,2200,0,0,0,0,1.8067,1.608,low_score,116.7,-0.003569,0.525334,-0.895603,0.896269,3.03383,1.77644,0.025645,5.984672,0.51372,0.435089,-0.312267,1.0,-1.812848,0.007305,2.360688,0.468418,0.057871,0.029847,0.008827,0.0002,0.0002,0.468418,-2.547054,0.010279,1602,gru
13,27631,-2000.492,-2000.4305,2083,0,0,0,0,2.2468,1.61,low_score,126.1,0.018344,0.534123,-0.893364,0.896906,3.03971,1.734086,0.030023,5.989728,0.508027,0.44321,-0.495636,1.0,-1.803447,0.006813,2.359578,0.464685,0.054867,0.025621,0.015809,0.0002,0.0002,0.464685,-2.573093,0.010056,1733,gru
14,29829,-2000.4963,-2000.4042,2198,0,0,0,0,1.8189,1.615,low_score,135.8,-0.007656,0.531702,-0.896558,0.89394,3.037966,1.731495,0.008803,5.996688,0.506169,0.443743,-0.420031,1.000238,-1.798427,0.007016,2.360288,0.460982,0.056116,0.031103,0.010574,0.0002,0.0002,0.460982,-2.60052,0.009871,1871,gru
15,31747,-2001.1688,-2000.4683,1918,0,0,0,0,3.005,1.636,low_score,144.9,-0.004582,0.525557,-0.897443,0.892498,3.096295,1.73837,0.017532,5.980203,0.484406,0.473432,-0.994257,1.0,-1.789979,0.006939,2.361077,0.457309,0.056014,0.036494,0.014171,0.0002,0.0002,0.457309,-2.628019,0.009712,1991,gru
16,33887,-2000.7716,-2000.5397,2140,0,0,0,0,1.9774,1.596,low_score,154.5,-0.019023,0.53069,-0.894104,0.890829,3.010568,1.774114,0.035609,5.985239,0.512469,0.43698,-0.458444,1.0,-1.785361,0.007607,2.361064,0.453665,0.057295,0.03385,0.020047,0.0002,0.0002,0.453665,-2.654898,0.009618,2125,gru
17,35828,-2000.5629,-2000.5302,1941,0,0,0,0,2.9805,1.609,low_score,163.8,-0.000919,0.529016,-0.893809,0.895895,3.069376,1.752737,0.015916,5.963924,0.486849,0.471541,-0.960674,1.009721,-1.778898,0.006914,2.359712,0.45005,0.055285,0.030862,0.021171,0.0002,0.0002,0.45005,-2.680711,0.009397,2247,gru
18,37875,-2000.4154,-2000.5679,2047,0,0,0,0,2.4638,1.585,low_score,173.2,-0.010646,0.533956,-0.891726,0.888482,3.007475,1.783439,0.018002,5.994696,0.505477,0.448298,-0.614868,1.0,-1.771182,0.007502,2.359613,0.446464,0.056782,0.023322,0.01517,0.0002,0.0002,0.446464,-2.707512,0.009251,2375,gru
19,39980,-2000.8298,-2000.6176,2105,0,0,0,0,2.2228,1.61,low_score,182.8,-0.003037,0.521715,-0.897844,0.895432,2.963691,1.705743,0.020097,5.990488,0.511199,0.440586,-0.489539,1.006138,-1.766031,0.007159,2.360996,0.442906,0.056207,0.026461,0.012341,0.0002,0.0002,0.442906,-2.735513,0.009109,2507,gru
20,42172,-2000.6387,-2000.6036,2192,0,0,0,0,1.8549,1.603,low_score,192.4,-0.016951,0.523005,-0.897343,0.895663,2.971977,1.743657,0.013851,5.993679,0.515951,0.433074,-0.394418,1.005278,-1.763058,0.006738,2.360464,0.439377,0.054276,0.027541,0.021388,0.0002,0.0002,0.439377,-2.761965,0.008951,2644,gru
21,44371,-2000.7228,-2000.6218,2199,0,0,0,0,1.8274,1.579,low_score,202.1,0.000548,0.529019,-0.894838,0.898324,2.964233,1.76461,0.02073,5.99192,0.505887,0.444305,-0.336823,1.0,-1.757856,0.006621,2.360021,0.435876,0.054244,0.03012,0.015819,0.0002,0.0002,0.435876,-2.788486,0.008742,2782,gru
22,46443,-2000.9683,-2000.7067,2072,0,0,0,0,2.3854,1.605,low_score,211.5,-0.009423,0.531595,-0.892774,0.896916,3.004401,1.746686,0.030936,5.978588,0.496937,0.457161,-0.818217,1.006909,-1.752758,0.006536,2.359807,0.432403,0.053519,0.022981,0.015107,0.0002,0.0002,0.432403,-2.815188,0.008604,2912,gru
23,48486,-2000.3046,-2000.6879,2043,0,0,0,0,2.4917,1.64,low_score,220.9,0.028972,0.51713,-0.897852,0.893881,3.082115,1.753651,0.004011,5.992176,0.504108,0.449898,-0.556136,1.00779,-1.746387,0.006815,2.35973,0.428957,0.054782,0.030414,0.016285,0.0002,0.0002,0.428957,-2.841999,0.008497,3040,gru
24,50574,-2000.2123,-2000.6595,2088,0,0,0,0,2.3068,1.592,low_score,230.5,-0.004521,0.525962,-0.893796,0.898748,3.009988,1.791,0.027897,5.982255,0.496935,0.456724,-0.770388,1.004196,-1.743885,0.006489,2.361138,0.425539,0.05197,0.024807,0.011268,0.0002,0.0002,0.425539,-2.87008,0.008358,3171,gru
25,52786,-2000.2371,-2000.5664,2212,0,0,0,0,1.7259,1.595,low_score,240.4,0.026614,0.526737,-0.892818,0.893201,2.990523,1.767884,0.01844,5.985351,0.504623,0.444264,-0.370229,1.0,-1.74124,0.006251,2.360336,0.422148,0.051721,0.020611,0.014087,0.0002,0.0002,0.422148,-2.896281,0.008239,3310,gru
26,54997,-2000.3874,-2000.5279,2211,0,0,0,0,1.7546,1.599,low_score,250.1,-0.001601,0.532646,-0.89567,0.894921,3.108533,1.774792,0.038327,5.988572,0.512805,0.435707,-0.321034,1.0,-1.734232,0.0059,2.358802,0.418784,0.050634,0.02474,0.009578,0.0002,0.0002,0.418784,-2.921829,0.008118,3449,gru
27,57149,-2000.3271,-2000.5044,2152,0,0,0,0,1.9504,1.578,low_score,259.8,0.000223,0.530255,-0.897215,0.894532,2.957253,1.752081,0.020691,5.982087,0.500979,0.450035,-0.497315,1.0,-1.732022,0.006274,2.359886,0.415447,0.05146,0.026174,0.01388,0.0002,0.0002,0.415447,-2.949652,0.007975,3584,gru
28,59175,-2000.4908,-2000.5119,2026,0,0,0,0,2.4691,1.597,low_score,269.2,0.002308,0.529135,-0.897647,0.896609,3.025678,1.755219,0.023879,5.97302,0.490999,0.463438,-0.824504,1.0,-1.727859,0.006292,2.360667,0.412137,0.049808,0.022811,0.013029,0.0002,0.0002,0.412137,-2.977228,0.007809,3711,gru
29,61176,-2000.4558,-2000.4745,2001,0,0,0,0,2.5986,1.592,low_score,278.5,0.010879,0.535482,-0.89104,0.895603,3.041316,1.76721,0.024406,5.972445,0.490164,0.465035,-0.86122,1.0,-1.72443,0.006183,2.361607,0.408852,0.049954,0.026932,0.013722,0.0002,0.0002,0.408852,-3.004951,0.007708,3837,gru
30,63276,-2000.0514,-2000.4158,2100,0,0,0,0,2.2047,1.598,low_score,288.1,-0.00047,0.536645,-0.897856,0.897063,3.027079,1.756459,0.019055,5.976556,0.510548,0.441194,-0.533438,1.0,-1.717874,0.00611,2.361541,0.405595,0.05082,0.024844,0.020493,0.0002,0.0002,0.405595,-3.031787,0.007491,3969,gru
31,65305,-2000.9405,-2000.4375,2029,0,0,0,0,2.4927,1.584,low_score,297.4,-0.004333,0.521954,-0.896898,0.891614,2.937228,1.769739,0.010836,5.978892,0.491939,0.462461,-0.825311,1.0,-1.71392,0.005458,2.359682,0.402363,0.046842,0.029696,0.015292,0.0002,0.0002,0.402363,-3.056988,0.007346,4096,gru
32,67496,-2000.6427,-2000.405,2191,0,0,0,0,1.8706,1.597,low_score,307.1,-0.026692,0.530341,-0.892892,0.893866,3.037298,1.781491,0.029043,5.981769,0.51579,0.433395,-0.454252,1.00607,-1.710236,0.005065,2.359652,0.399156,0.046114,0.029863,0.012443,0.0002,0.0002,0.399156,-3.08384,0.007232,4233,gru
33,69428,-2000.8237,-2000.4569,1932,0,0,0,0,3.016,1.626,low_score,316.4,-0.010328,0.524062,-0.891373,0.890624,3.082018,1.767475,0.004976,5.970255,0.492964,0.465607,-0.758629,1.010176,-1.705874,0.00554,2.360134,0.395976,0.04689,0.02265,0.017495,0.0002,0.0002,0.395976,-3.111166,0.007087,4354,gru
34,71619,-2000.5861,-2000.4942,2191,0,0,0,0,1.817,1.598,low_score,326.0,-0.002553,0.526287,-0.895761,0.897538,2.979837,1.759049,0.016884,5.988445,0.512473,0.436417,-0.358138,1.0,-1.704196,0.005531,2.360764,0.39282,0.046422,0.024647,0.01923,0.0002,0.0002,0.39282,-3.138637,0.006962,4491,gru
35,73822,-2000.1749,-2000.488,2203,0,0,0,0,1.7532,1.6,low_score,335.7,-0.003524,0.539507,-0.897597,0.891773,3.033294,1.748645,0.021943,5.980959,0.503786,0.445856,-0.383476,1.0,-1.701333,0.004992,2.361253,0.38969,0.043441,0.026982,0.015217,0.0002,0.0002,0.38969,-3.165983,0.006809,4629,gru
36,75803,-2000.42,-2000.4913,1981,0,0,0,0,2.6803,1.627,low_score,345.0,-0.005295,0.524161,-0.895179,0.898192,3.085941,1.751015,0.029168,5.98855,0.487548,0.468022,-0.938111,1.0,-1.69332,0.004709,2.359718,0.386585,0.043758,0.021062,0.013106,0.0002,0.0002,0.386585,-3.191413,0.006613,4753,gru
37,77954,-2000.6698,-2000.5256,2151,0,0,0,0,2.0305,1.594,low_score,354.7,0.013232,0.532653,-0.891403,0.894502,2.997302,1.772707,0.017357,5.979298,0.51181,0.43864,-0.366959,1.004951,-1.690156,0.004749,2.360046,0.383504,0.042923,0.025449,0.011593,0.0002,0.0002,0.383504,-3.218613,0.00641,4888,gru
38,79957,-2000.0061,-2000.4771,2003,0,0,0,0,2.6779,1.599,low_score,364.0,0.001321,0.522289,-0.897214,0.892665,2.990242,1.767507,0.017871,5.985209,0.502117,0.453319,-0.599292,1.003945,-1.685913,0.004573,2.36033,0.380449,0.041732,0.023762,0.006377,0.0002,0.0002,0.380449,-3.245766,0.006281,5014,gru
39,81958,-2000.447,-2000.4762,2001,0,0,0,0,2.6506,1.618,low_score,373.7,0.01313,0.533093,-0.894185,0.895496,3.023044,1.726507,0.020046,5.962377,0.500074,0.454808,-0.626746,1.0,-1.683618,0.00463,2.360118,0.377417,0.041893,0.021504,0.013099,0.0002,0.0002,0.377417,-3.272443,0.006172,5140,gru
40,84189,-2000.2194,-2000.493,2231,0,0,0,0,1.6836,1.619,low_score,385.1,0.003702,0.520073,-0.896495,0.894697,3.050797,1.754283,0.022352,5.989857,0.508779,0.439925,-0.156774,1.0,-1.681709,0.004479,2.360099,0.37441,0.04075,0.020536,0.008186,0.0002,0.0002,0.37441,-3.299309,0.006017,5280,gru
41,86419,-2000.3002,-2000.429,2230,0,0,0,0,1.6756,1.629,low_score,395.5,-0.01877,0.526084,-0.892257,0.896371,3.033833,1.743615,0.0111,5.991684,0.514296,0.433456,-0.313442,1.0,-1.678364,0.004402,2.359843,0.371426,0.039167,0.021033,0.012428,0.0002,0.0002,0.371426,-3.325937,0.005856,5420,gru
42,88636,-2000.0079,-2000.3655,2217,0,0,0,0,1.7025,1.61,low_score,405.3,0.002943,0.524674,-0.895654,0.898458,2.994929,1.732436,0.014246,5.968477,0.513264,0.434503,-0.318609,1.0,-1.675558,0.004676,2.360162,0.368466,0.041144,0.02382,0.013381,0.0002,0.0002,0.368466,-3.353132,0.005667,5559,gru
43,90641,-2000.0073,-2000.2839,2005,0,0,0,0,2.6213,1.617,low_score,414.7,-0.00339,0.52211,-0.897235,0.894212,3.109129,1.779244,0.012048,5.971792,0.501718,0.453068,-0.634682,1.0,-1.670411,0.00441,2.360718,0.365531,0.039101,0.022988,0.016494,0.0002,0.0002,0.365531,-3.38057,0.005516,5685,gru
44,92713,-2000.1041,-2000.2357,2072,0,0,0,0,2.3112,1.594,low_score,424.3,0.033442,0.527751,-0.897082,0.894212,3.016597,1.765245,0.013088,5.990269,0.503895,0.447773,-0.574833,1.0,-1.668783,0.004186,2.36058,0.362618,0.038562,0.020165,0.011508,0.0002,0.0002,0.362618,-3.407319,0.005427,5815,gru
45,94862,-2000.8663,-2000.3048,2149,0,0,0,0,1.9929,1.588,low_score,434.0,0.00693,0.526175,-0.89748,0.895396,2.982448,1.759164,0.016909,5.992416,0.501308,0.450162,-0.515196,1.0,-1.664703,0.004091,2.359996,0.359729,0.038096,0.018939,0.014575,0.0002,0.0002,0.359729,-3.433606,0.005318,5950,gru
46,97032,-2000.3342,-2000.2962,2170,0,0,0,0,1.9437,1.618,low_score,443.6,-0.000318,0.518623,-0.89481,0.894145,2.997658,1.748651,0.005089,5.970726,0.503953,0.447305,-0.461099,1.009887,-1.663117,0.004103,2.36052,0.356863,0.037795,0.023327,0.01241,0.0002,0.0002,0.356863,-3.461022,0.005232,6086,gru
47,98955,-2000.3697,-2000.2662,1923,0,0,0,0,3.0036,1.632,low_score,452.6,0.003908,0.528164,-0.891559,0.896688,3.149537,1.741935,0.030472,5.980656,0.492438,0.465187,-0.744362,1.0,-1.657705,0.004187,2.359535,0.35402,0.037998,0.020693,0.016469,0.0002,0.0002,0.35402,-3.486881,0.005141,6207,gru
48,101070,-2000.3641,-2000.302,2115,0,0,0,0,2.1667,1.586,low_score,462.1,0.008836,0.529625,-0.894602,0.896999,3.021138,1.788252,0.00772,5.989649,0.49744,0.455721,-0.58192,1.0,-1.654396,0.00419,2.357561,0.351199,0.037605,0.022482,0.012461,0.0002,0.0002,0.351199,-3.51169,0.005038,6340,gru
49,103078,-2000.7073,-2000.3281,2008,0,0,0,0,2.5961,1.609,low_score,471.4,-0.006898,0.526609,-0.89664,0.896724,3.092228,1.789477,0.011339,5.981447,0.502364,0.452049,-0.684704,1.0,-1.651484,0.004137,2.359911,0.348401,0.037603,0.020465,0.013685,0.0002,0.0002,0.348401,-3.541027,0.004949,6466,gru
50,105275,-2000.5704,-2000.3632,2197,0,0,0,0,1.8382,1.605,low_score,481.1,-0.000592,0.520332,-0.894925,0.893892,3.009065,1.757147,0.005242,5.984895,0.514768,0.434177,-0.351896,1.003348,-1.649996,0.004319,2.360922,0.345625,0.036393,0.022584,0.012858,0.0002,0.0002,0.345625,-3.568977,0.00489,6604,gru
51,107466,-2000.4779,-2000.3809,2191,0,0,0,0,1.771,1.611,low_score,490.8,0.012347,0.533337,-0.895443,0.894445,3.042353,1.715029,0.009621,5.986794,0.508555,0.440054,-0.372434,1.0,-1.645018,0.004136,2.359787,0.342871,0.037668,0.019543,0.020107,0.0002,0.0002,0.342871,-3.59465,0.004849,6741,gru
52,109676,-2000.5944,-2000.4396,2210,0,0,0,0,1.7672,1.623,low_score,500.5,-0.000365,0.522932,-0.89825,0.892669,3.03248,1.733719,0.011246,5.97419,0.511968,0.436938,-0.267793,1.0,-1.643308,0.00397,2.359857,0.340139,0.037229,0.020545,0.023564,0.0002,0.0002,0.340139,-3.621601,0.004817,6880,gru
53,111872,-2000.2864,-2000.4675,2196,0,0,0,0,1.7602,1.608,low_score,510.2,5.2e-05,0.526545,-0.898733,0.894138,3.011709,1.769681,0.014671,5.991679,0.503326,0.445798,-0.499747,1.0,-1.639291,0.004018,2.360654,0.337429,0.037258,0.01758,0.030333,0.0002,0.0002,0.337429,-3.649339,0.00485,7018,gru
54,113857,-2000.5166,-2000.5087,1985,0,0,0,0,2.7563,1.609,low_score,519.5,0.00073,0.522642,-0.893992,0.88481,3.040781,1.784469,0.015767,5.983386,0.489475,0.46735,-0.912116,1.004345,-1.63408,0.003854,2.360921,0.334741,0.037777,0.018934,0.027606,0.0002,0.0002,0.334741,-3.676516,0.004907,7143,gru
55,116101,-2000.0794,-2000.43,2244,0,0,0,0,1.6093,1.603,low_score,529.3,-0.006521,0.531158,-0.895215,0.894442,3.011667,1.75003,0.006176,5.977464,0.513318,0.433531,-0.227103,1.0,-1.632973,0.004076,2.360477,0.332074,0.036963,0.017601,0.015416,0.0002,0.0002,0.332074,-3.702912,0.00498,7284,gru
56,118325,-2000.3367,-2000.4303,2224,0,0,0,0,1.7039,1.599,low_score,539.0,-0.019263,0.538798,-0.89464,0.893066,3.008703,1.744645,0.023577,5.980661,0.513416,0.434443,-0.297987,1.0,-1.631916,0.003715,2.358972,0.329428,0.036849,0.022053,0.011853,0.0002,0.0002,0.329428,-3.728125,0.005038,7423,gru
57,120496,-2000.2848,-2000.4218,2171,0,0,0,0,1.8453,1.613,low_score,548.8,-0.019835,0.52212,-0.897002,0.892343,3.008375,1.763439,0.023966,5.987569,0.515996,0.432575,-0.478966,1.0,-1.626099,0.003783,2.359337,0.326803,0.036906,0.020185,0.009338,0.0002,0.0002,0.326803,-3.755404,0.005013,7559,gru
58,122702,-2000.3513,-2000.4205,2206,0,0,0,0,1.7969,1.625,low_score,558.6,0.012727,0.519855,-0.894009,0.892817,3.023506,1.739798,0.022347,5.971737,0.512414,0.436773,-0.279807,1.007201,-1.623694,0.003905,2.359888,0.324199,0.036582,0.01813,0.013438,0.0002,0.0002,0.324199,-3.782895,0.005029,7697,gru
59,124756,-2000.3291,-2000.3827,2054,0,0,0,0,2.3893,1.611,low_score,568.0,-0.026951,0.52704,-0.893946,0.889722,3.050095,1.746701,0.010465,5.983168,0.495372,0.458202,-0.837114,1.0,-1.621795,0.00417,2.359668,0.321616,0.037223,0.015151,0.014146,0.0002,0.0002,0.321616,-3.809524,0.004994,7826,gru
60,126926,-2000.4018,-2000.3658,2170,0,0,0,0,1.976,1.583,low_score,577.7,-0.012243,0.524369,-0.896768,0.896398,2.949623,1.76007,0.011216,5.980058,0.515397,0.434915,-0.42613,1.01078,-1.61923,0.003481,2.359596,0.319054,0.036226,0.01729,0.021855,0.0002,0.0002,0.319054,-3.836318,0.004952,7962,gru
61,129167,-2000.1385,-2000.3319,2241,0,0,0,0,1.6167,1.62,low_score,587.6,-0.003255,0.523619,-0.898775,0.894465,3.088541,1.761492,0.015121,5.995574,0.510097,0.437582,-0.259291,1.0,-1.615379,0.003696,2.360426,0.316512,0.036725,0.019202,0.027452,0.0002,0.0002,0.316512,-3.864142,0.004843,8103,gru
62,131391,-2000.5926,-2000.3317,2224,0,0,0,0,1.7262,1.596,low_score,597.3,0.007228,0.527958,-0.895399,0.895558,3.022948,1.758954,0.022608,5.98704,0.508396,0.440665,-0.203968,1.0,-1.613567,0.003684,2.36031,0.31399,0.03666,0.020573,0.028197,0.0002,0.0002,0.31399,-3.890895,0.004742,8242,gru
63,133612,-2000.6074,-2000.3638,2221,0,0,0,0,1.7272,1.593,low_score,607.1,0.007964,0.528101,-0.898632,0.889571,3.037052,1.782626,0.018276,5.984188,0.508321,0.44035,-0.207242,1.0,-1.608972,0.003711,2.360955,0.311488,0.036679,0.01974,0.018281,0.0002,0.0002,0.311488,-3.918526,0.00463,8381,gru
64,135822,-2000.4081,-2000.353,2210,0,0,0,0,1.7261,1.585,low_score,616.9,-0.015887,0.536719,-0.896123,0.89749,2.983699,1.762888,0.022227,5.95516,0.51611,0.431319,-0.450086,1.0,-1.608048,0.003953,2.360633,0.309006,0.037651,0.019881,0.012557,0.0002,0.0002,0.309006,-3.945031,0.004627,8520,gru
65,137789,-2000.8938,-2000.4344,1967,0,0,0,0,2.8208,1.591,low_score,626.3,0.012721,0.529624,-0.892916,0.897228,3.012899,1.77703,0.01836,5.992196,0.487483,0.469803,-0.915111,1.0,-1.604187,0.003453,2.359899,0.306544,0.035493,0.017097,0.033032,0.0002,0.0002,0.306544,-3.971044,0.004708,8643,gru
