episode,global_step,reward,avg10,length,success,goal_touched,collision,timeout,min_dist,avg_speed_ms,end_reason,elapsed_s,act0_mean,act0_std,act0_min,act0_max,act1_mean,act1_std,act1_min,act1_max,obs_mean,obs_std,obs_min,obs_max,actor_loss,critic_loss,policy_entropy,entropy_coef,value_residual,grad_norm_actor,grad_norm_critic,lr_actor,lr_critic,alpha,alpha_loss,target_update_magnitude,replay_buffer_size,recurrent_cell
15,57982,-296.3213,-317.9068,4000,0,0,0,1,1.0886,1.662,max_steps,224.4,0.009857,0.519621,-0.894106,0.89545,3.170163,1.724965,0.019641,5.98892,0.46168,0.464746,-1.0,1.0,-1.671881,0.31353,2.354129,,0.571299,0.043883,1.932585,0.0005,0.0001,0.475365,-2.936626,0.024988,1814,gru
16,61982,-543.1536,-344.4466,4000,0,0,0,1,2.0904,1.661,max_steps,239.3,0.018944,0.520202,-0.898365,0.89167,3.186532,1.731516,0.016679,5.974114,0.483465,0.442726,-0.571608,1.009538,-1.815437,0.190384,2.356823,,0.437079,0.043287,1.660419,0.0005,0.0001,0.473467,-2.954459,0.027039,1939,gru
17,65982,93.5179,-303.0858,4000,0,0,0,1,0.4722,1.626,max_steps,253.9,-0.00704,0.529663,-0.894435,0.894835,3.132771,1.752297,0.01665,5.992493,0.471459,0.442419,-1.0,1.0,-2.014524,0.120862,2.354922,,0.292677,0.038912,1.163083,0.0005,0.0001,0.471576,-2.968857,0.029165,2064,gru
18,69618,701.4543,-191.5163,3636,1,1,0,0,0.2991,1.653,goal,268.2,0.013287,0.527618,-0.898322,0.89547,3.230618,1.773817,0.016733,5.996856,0.499134,0.440954,-0.379582,1.007427,-2.267965,0.042509,2.348202,,0.125342,0.037126,0.54522,0.0005,0.0001,0.469694,-2.979612,0.03096,2178,gru
19,72710,-555.3133,-197.9401,3092,0,0,1,0,2.8148,1.646,collision,279.9,0.018148,0.52686,-0.895188,0.894298,3.201474,1.762491,0.032291,5.988072,0.454841,0.450869,-0.742376,1.0,-2.376274,0.059263,2.351615,,0.205979,0.042603,1.170013,0.0005,0.0001,0.467819,-2.997986,0.03072,2275,gru
20,76710,-314.2357,-175.966,4000,0,0,0,1,1.1545,1.665,max_steps,294.5,0.00095,0.525297,-0.894922,0.896806,3.252227,1.748297,0.034634,5.989715,0.465508,0.461014,-1.0,1.001958,-2.287932,0.062493,2.346922,,0.197841,0.054202,0.857189,0.0005,0.0001,0.465953,-3.010207,0.028795,2400,gru
21,80578,-630.3533,-187.4548,3868,0,0,1,0,2.2161,1.658,collision,309.1,0.04112,0.528117,-0.88973,0.898225,3.26265,1.765879,0.021589,5.9946,0.459384,0.449924,-0.674254,1.005494,-2.193138,0.278346,2.347971,,0.24935,0.040465,0.28332,0.0005,0.0001,0.464094,-3.026791,0.026633,2521,gru
22,84534,-46.6439,-139.2488,3956,0,0,1,0,0.5869,1.694,collision,323.7,0.019133,0.522933,-0.893597,0.895131,3.370086,1.746425,0.027057,5.998075,0.47229,0.432792,-0.465785,1.0,-2.141737,0.109056,2.338153,,0.169306,0.068147,0.458408,0.0005,0.0001,0.462243,-3.034998,0.025143,2645,gru
23,88534,-392.9533,-248.1065,4000,0,0,0,1,1.3082,1.668,max_steps,338.7,0.016272,0.531318,-0.898112,0.893902,3.36366,1.7779,0.003706,5.983712,0.48442,0.43675,-0.431305,1.0,-2.151931,0.038404,2.339259,,0.136726,0.074969,0.497453,0.0005,0.0001,0.460401,-3.051589,0.024456,2770,gru
24,92534,77.3222,-190.668,4000,0,0,0,1,0.4969,1.653,max_steps,353.4,0.013432,0.526038,-0.894564,0.895322,3.264089,1.770025,0.018003,5.99204,0.482055,0.429633,-0.600735,1.0,-2.208623,0.031521,2.35253,,0.118072,0.049074,0.293645,0.0005,0.0001,0.458567,-3.077646,0.024218,2895,gru
25,96398,-634.6607,-224.5019,3864,0,0,1,0,2.3375,1.615,collision,367.7,0.014175,0.532292,-0.899443,0.898042,3.168308,1.78603,0.020736,5.997701,0.463243,0.444096,-0.630684,1.0,-2.272209,0.293933,2.356793,,0.24344,0.049734,0.252014,0.0005,0.0001,0.456738,-3.09677,0.02397,3016,gru
26,100398,91.2979,-161.0568,4000,0,0,0,1,0.3977,1.623,max_steps,382.5,0.025441,0.529109,-0.895884,0.897727,3.154039,1.770366,0.019786,5.991821,0.477426,0.446853,-0.472153,1.0,-2.29298,0.078321,2.351658,,0.148396,0.051,0.235698,0.0005,0.0001,0.454916,-3.108551,0.023347,3141,gru
27,104398,7.5883,-169.6497,4000,0,0,0,1,0.6189,1.647,max_steps,397.4,0.015044,0.527796,-0.896782,0.891217,3.215366,1.771584,0.012894,5.996175,0.482361,0.427363,-0.31921,1.0,-2.279328,0.031417,2.354525,,0.127077,0.0444,0.161984,0.0005,0.0001,0.4531,-3.126613,0.022531,3266,gru
28,108398,-242.0732,-264.0025,4000,0,0,0,1,0.9212,1.673,max_steps,411.8,-0.01452,0.526407,-0.894373,0.891393,3.247744,1.728405,0.0052,5.992022,0.502903,0.423211,-0.512991,1.005993,-2.272638,0.054078,2.351345,,0.121331,0.049295,0.157693,0.0005,0.0001,0.451291,-3.139909,0.021737,3391,gru
29,112398,-469.8083,-255.452,4000,0,0,0,1,1.5555,1.651,max_steps,426.5,-0.012287,0.524644,-0.898811,0.893145,3.172641,1.754408,0.01766,5.989444,0.503658,0.43206,-0.643783,1.0,-2.273287,0.031225,2.35334,,0.111518,0.029583,0.162638,0.0005,0.0001,0.449489,-3.157309,0.02113,3516,gru
30,116398,-535.9514,-277.6236,4000,0,0,0,1,2.0292,1.649,max_steps,441.8,-0.009412,0.530155,-0.895358,0.898884,3.244382,1.754213,0.016747,5.984955,0.464746,0.467869,-1.0,1.0,-2.291054,0.031104,2.348459,,0.105257,0.03706,0.119568,0.0005,0.0001,0.447695,-3.169201,0.020736,3641,gru
31,119454,-559.654,-270.5536,3056,0,0,1,0,2.8881,1.634,collision,453.3,-0.0099,0.526656,-0.896154,0.896201,3.152714,1.768989,0.028573,5.993605,0.441878,0.461069,-1.0,1.0,-2.315263,0.033743,2.349948,,0.108505,0.043106,0.07937,0.0005,0.0001,0.445908,-3.186197,0.020333,3737,gru
32,123454,-77.5782,-273.6471,4000,0,0,0,1,0.795,1.62,max_steps,468.5,0.018656,0.533737,-0.896953,0.894547,3.153426,1.768115,0.009858,5.984536,0.48503,0.435879,-0.464621,1.0,-2.316744,0.056397,2.357952,,0.117361,0.038622,0.116204,0.0005,0.0001,0.444129,-3.208481,0.019811,3862,gru
33,127454,-284.6455,-262.8163,4000,0,0,0,1,1.1389,1.644,max_steps,483.2,0.013696,0.52402,-0.896914,0.895456,3.155077,1.769113,0.006802,5.989764,0.495647,0.431819,-0.41979,1.000282,-2.323237,0.077543,2.356886,,0.132194,0.049001,0.130179,0.0005,0.0001,0.442355,-3.223448,0.019379,3987,gru
34,131454,-442.1041,-314.7589,4000,0,0,0,1,1.3817,1.619,max_steps,497.9,0.009741,0.529132,-0.896333,0.893997,3.105417,1.772138,0.011471,5.994317,0.470089,0.472148,-0.989641,1.0,-2.337223,0.033441,2.356638,,0.096835,0.047627,0.124422,0.0005,0.0001,0.440588,-3.239078,0.019046,4112,gru
35,135222,-620.9756,-313.3904,3768,0,0,1,0,2.4184,1.65,collision,512.1,0.000439,0.521542,-0.897113,0.89404,3.142133,1.749318,0.033926,5.982273,0.464481,0.442143,-0.653871,1.005481,-2.335434,0.022122,2.35266,,0.088538,0.047868,0.079153,0.0005,0.0001,0.438828,-3.251646,0.0186,4230,gru
36,139222,-527.4094,-375.2611,4000,0,0,0,1,2.1132,1.635,max_steps,527.4,0.012335,0.526968,-0.894787,0.896116,3.172007,1.75741,0.012634,5.979665,0.491315,0.439807,-0.60557,1.008094,-2.349604,0.034062,2.35805,,0.101582,0.033193,0.141241,0.0005,0.0001,0.437075,-3.27192,0.018336,4355,gru
37,143222,71.0826,-368.9117,4000,0,0,0,1,0.3501,1.64,max_steps,542.1,0.01206,0.522956,-0.895541,0.89489,3.130574,1.73784,0.033246,5.989667,0.467403,0.4517,-0.999999,1.0,-2.378816,0.019532,2.355072,,0.098478,0.04002,0.085155,0.0005,0.0001,0.435329,-3.285289,0.018232,4480,gru
38,147001,646.3793,-280.0665,3779,1,1,0,0,0.2912,1.626,goal,556.7,0.030242,0.532688,-0.895979,0.89589,3.120188,1.737351,0.010093,5.995173,0.478702,0.461908,-0.617598,1.0,-2.393363,0.015035,2.358722,,0.090549,0.043729,0.136907,0.0005,0.0001,0.43359,-3.304169,0.017984,4599,gru
39,151001,-460.0801,-279.0936,4000,0,0,0,1,1.4661,1.627,max_steps,571.2,0.003636,0.532642,-0.89917,0.896985,3.141817,1.745048,0.010843,5.988546,0.472557,0.471197,-0.936606,1.0,-2.384049,0.021681,2.35911,,0.089481,0.04167,0.07901,0.0005,0.0001,0.431857,-3.320345,0.017616,4724,gru
40,155001,-238.6643,-249.3649,4000,0,0,0,1,0.9966,1.614,max_steps,586.0,0.010849,0.534923,-0.897427,0.895851,3.107545,1.753051,0.006482,5.989882,0.495402,0.428367,-0.422242,1.0,-2.397119,0.298136,2.355704,,0.232961,0.030905,0.124866,0.0005,0.0001,0.430132,-3.333327,0.017454,4849,gru
41,159001,-363.0523,-229.7048,4000,0,0,0,1,1.262,1.626,max_steps,601.4,-0.008952,0.530563,-0.894449,0.890486,3.129498,1.766348,0.008448,5.985697,0.470318,0.459772,-1.0,1.0,-2.427455,0.024848,2.359195,,0.098283,0.028701,0.084326,0.0005,0.0001,0.428413,-3.352122,0.017444,4974,gru
42,162588,701.1207,-151.8349,3587,1,1,0,0,0.2932,1.634,goal,614.7,0.013425,0.535048,-0.897823,0.897742,3.129677,1.745936,0.010618,5.996639,0.500037,0.437888,-0.335468,1.0,-2.437285,0.250156,2.356969,,0.207085,0.045839,0.108795,0.0005,0.0001,0.4267,-3.36608,0.017321,5087,gru
43,165997,-584.7063,-181.8409,3409,0,0,1,0,2.5592,1.626,collision,627.5,0.026576,0.520393,-0.898195,0.898743,3.085105,1.767166,0.016584,5.983432,0.455299,0.451588,-0.72388,1.0,-2.439426,0.061646,2.357033,,0.110977,0.050951,0.096835,0.0005,0.0001,0.424995,-3.381982,0.017163,5194,gru
44,169997,-104.5682,-148.0874,4000,0,0,0,1,0.8381,1.642,max_steps,642.5,0.019693,0.523966,-0.898568,0.896851,3.144128,1.741974,0.006767,5.990527,0.487444,0.438002,-0.427552,1.0,-2.45052,0.243596,2.357654,,0.192283,0.03748,0.048849,0.0005,0.0001,0.423297,-3.398364,0.01712,5319,gru
45,173997,-17.1997,-87.7098,4000,0,0,0,1,0.6408,1.612,max_steps,657.6,0.017713,0.521497,-0.896892,0.89638,3.061192,1.778956,0.011539,5.989294,0.491588,0.431861,-0.351846,1.0,-2.46713,0.029447,2.359929,,0.093382,0.049418,0.14224,0.0005,0.0001,0.421606,-3.416166,0.0171,5444,gru
46,176757,-534.1883,-88.3877,2760,0,0,1,0,3.0975,1.645,collision,668.0,0.010991,0.532021,-0.897827,0.896607,3.156736,1.737988,0.019703,5.987496,0.44248,0.458073,-0.82618,1.0,-2.493707,0.032356,2.357633,,0.095637,0.036792,0.078026,0.0005,0.0001,0.419921,-3.430032,0.017206,5531,gru
47,180757,44.8852,-91.0074,4000,0,0,0,1,0.5057,1.617,max_steps,682.6,0.013674,0.535731,-0.895763,0.89864,3.068032,1.735807,0.017649,5.973542,0.491438,0.430876,-0.350155,1.0,-2.506557,0.057294,2.360179,,0.109842,0.041669,0.09644,0.0005,0.0001,0.418242,-3.4481,0.017201,5656,gru
48,184142,-586.9608,-214.3414,3385,0,0,1,0,2.6539,1.623,collision,695.8,0.014865,0.531077,-0.896064,0.896422,3.094299,1.756397,0.010653,5.991383,0.458574,0.447627,-0.687244,1.004693,-2.517853,0.054886,2.355863,,0.110146,0.032197,0.092835,0.0005,0.0001,0.416571,-3.460188,0.017255,5762,gru
49,187796,687.5684,-99.5766,3654,1,1,0,0,0.2911,1.615,goal,709.3,0.014953,0.52948,-0.895673,0.895045,3.124286,1.780471,0.014361,5.99459,0.501695,0.436847,-0.235167,1.0,-2.52899,0.261478,2.360321,,0.211078,0.039589,0.092177,0.0005,0.0001,0.414906,-3.479943,0.017352,5877,gru
50,191796,-278.9762,-103.6078,4000,0,0,0,1,1.0928,1.6,max_steps,724.0,0.011811,0.528465,-0.892081,0.898214,3.062813,1.790851,0.005863,5.990757,0.499521,0.428218,-0.483845,1.0,-2.537062,0.024132,2.356819,,0.09046,0.045317,0.077253,0.0005,0.0001,0.413248,-3.49271,0.017424,6002,gru
51,195796,-161.0806,-83.4106,4000,0,0,0,1,0.7224,1.604,max_steps,739.1,0.015276,0.529848,-0.898935,0.897683,3.075762,1.776153,0.004461,5.98842,0.465023,0.465609,-1.0,1.0,-2.552471,0.061203,2.354818,,0.107977,0.03274,0.109272,0.0005,0.0001,0.411597,-3.506775,0.017542,6127,gru
52,199796,-156.9521,-169.2179,4000,0,0,0,1,0.7514,1.611,max_steps,753.8,0.001475,0.523803,-0.894944,0.895325,3.020139,1.739687,0.027194,5.996895,0.503558,0.423176,-0.439664,1.0,-2.55737,0.020839,2.358488,,0.078785,0.031591,0.100573,0.0005,0.0001,0.409953,-3.525878,0.017545,6252,gru
53,203796,-389.5961,-149.7068,4000,0,0,0,1,1.312,1.603,max_steps,768.9,-0.005199,0.53173,-0.897325,0.892533,3.022873,1.743994,0.010058,5.985575,0.476793,0.462688,-1.0,1.005061,-2.584714,0.031539,2.362402,,0.094814,0.041312,0.144319,0.0005,0.0001,0.408315,-3.545223,0.017664,6377,gru
54,207506,691.6481,-70.0852,3710,1,1,0,0,0.2978,1.592,goal,782.6,-0.011214,0.537545,-0.893582,0.896833,3.051337,1.748491,0.014716,5.982299,0.505667,0.433628,-0.268761,1.000676,-2.612022,0.080543,2.359017,,0.120251,0.038053,0.187492,0.0005,0.0001,0.406683,-3.558049,0.017836,6493,gru
55,211506,-240.2503,-92.3903,4000,0,0,0,1,0.9322,1.602,max_steps,797.4,-0.004514,0.54073,-0.89435,0.895989,3.075268,1.767042,0.014065,5.985023,0.508741,0.423858,-0.589624,1.0,-2.612952,0.025525,2.363561,,0.091729,0.03792,0.115452,0.0005,0.0001,0.405057,-3.578009,0.017883,6618,gru
56,215128,692.5045,30.279,3622,1,1,0,0,0.2962,1.601,goal,811.3,0.009132,0.536144,-0.894818,0.897446,3.049568,1.765865,0.01242,5.992584,0.501796,0.437193,-0.152712,1.0,-2.62335,0.052048,2.358745,,0.100041,0.038264,0.113353,0.0005,0.0001,0.403438,-3.58952,0.017961,6732,gru
57,219128,-501.189,-24.3284,4000,0,0,0,1,1.9071,1.611,max_steps,826.0,-0.001097,0.528394,-0.896093,0.89752,3.098166,1.764809,0.025833,5.979653,0.502295,0.441678,-0.601838,1.009824,-2.644881,0.044482,2.361106,,0.090969,0.04163,0.09001,0.0005,0.0001,0.401825,-3.607524,0.018065,6857,gru
58,223128,113.3302,45.7007,4000,0,0,0,1,0.3311,1.621,max_steps,840.8,0.01305,0.530174,-0.896662,0.894815,3.100725,1.75863,0.008089,5.985175,0.48573,0.433507,-0.420102,1.0,-2.671438,0.028446,2.361305,,0.088199,0.039812,0.111166,0.0005,0.0001,0.400219,-3.623576,0.018163,6982,gru
59,227128,-570.5873,-80.1149,4000,0,0,0,1,2.3817,1.608,max_steps,856.0,0.002251,0.533164,-0.897074,0.898721,3.068878,1.76746,0.015016,5.987702,0.46651,0.439893,-0.657741,1.001003,-2.664742,0.022916,2.354265,,0.076921,0.041444,0.067904,0.0005,0.0001,0.39862,-3.632966,0.018176,7107,gru
60,231128,75.404,-44.6769,4000,0,0,0,1,0.4429,1.606,max_steps,870.9,0.005819,0.532588,-0.895456,0.896556,3.086886,1.768033,0.007294,5.989533,0.491314,0.424978,-0.317777,1.0,-2.700147,0.024586,2.361872,,0.084043,0.033701,0.099295,0.0005,0.0001,0.397027,-3.655823,0.018278,7232,gru
61,235128,-572.0238,-85.7712,4000,0,0,0,1,2.266,1.603,max_steps,885.8,-0.002861,0.529758,-0.896555,0.892743,3.016412,1.748,0.013451,5.991835,0.447769,0.46246,-1.0,1.0,-2.701511,0.011597,2.357781,,0.077019,0.042953,0.280516,0.0005,0.0001,0.39544,-3.667897,0.018326,7357,gru
62,239128,-262.2173,-96.2977,4000,0,0,0,1,0.9439,1.616,max_steps,900.7,0.009803,0.525875,-0.894514,0.897602,3.020464,1.743218,0.01749,5.995072,0.468784,0.46413,-0.995086,1.0,-2.722551,0.018963,2.36079,,0.077704,0.032499,0.099832,0.0005,0.0001,0.39386,-3.686545,0.018352,7482,gru
63,242067,-556.9801,-113.0361,2939,0,0,1,0,3.03,1.6,collision,911.8,0.017879,0.529791,-0.893297,0.896258,3.018249,1.767734,0.01536,5.98653,0.446217,0.457663,-0.821373,1.0,-2.72408,0.244589,2.357151,,0.185019,0.023663,0.115746,0.0005,0.0001,0.392286,-3.698997,0.018346,7574,gru
64,246067,-376.4311,-219.844,4000,0,0,0,1,1.171,1.609,max_steps,927.1,0.004288,0.52961,-0.895483,0.8958,3.032405,1.746197,0.008596,5.987799,0.508356,0.429249,-0.538515,1.008068,-2.728676,0.013085,2.357563,,0.066428,0.026176,0.133829,0.0005,0.0001,0.390719,-3.715227,0.018298,7699,gru
65,250067,60.2223,-189.7968,4000,0,0,0,1,0.4652,1.604,max_steps,942.4,0.017731,0.528564,-0.897063,0.897478,3.051714,1.752617,0.022326,5.985637,0.48464,0.439791,-0.346606,1.0,-2.774059,0.021411,2.364907,,0.075184,0.030768,0.112755,0.0005,0.0001,0.389158,-3.737996,0.018334,7824,gru
66,254067,-344.0707,-293.4543,4000,0,0,0,1,1.2504,1.616,max_steps,957.2,0.015369,0.525824,-0.891572,0.897888,3.093911,1.768658,0.019111,5.990425,0.493774,0.436339,-0.392009,1.0,-2.796561,0.03027,2.359029,,0.083998,0.030818,0.08627,0.0005,0.0001,0.387602,-3.748308,0.018254,7949,gru
67,257718,692.4996,-174.0854,3651,1,1,0,0,0.2999,1.62,goal,970.7,-0.00126,0.534915,-0.898063,0.897723,3.084264,1.741939,0.008614,5.986897,0.497487,0.443301,-0.270734,1.009439,-2.818116,0.010261,2.36012,,0.071859,0.040689,0.120921,0.0005,0.0001,0.386053,-3.765202,0.018258,8064,gru
68,261718,27.2115,-182.6973,4000,0,0,0,1,0.4212,1.611,max_steps,986.1,0.007398,0.530118,-0.897583,0.897772,3.044502,1.747723,0.015264,5.982468,0.466279,0.453755,-0.999492,1.0,-2.816251,0.048543,2.360443,,0.091951,0.020681,0.196983,0.0005,0.0001,0.38451,-3.781364,0.018157,8189,gru
69,265718,-21.5622,-127.7948,4000,0,0,0,1,0.5162,1.583,max_steps,1000.8,-0.00074,0.537529,-0.897813,0.894654,3.012336,1.763406,0.016696,5.988904,0.501163,0.423458,-0.380374,1.0,-2.848551,0.247231,2.361323,,0.191959,0.037601,0.069722,0.0005,0.0001,0.382974,-3.798073,0.018158,8314,gru
70,269718,40.76,-131.2592,4000,0,0,0,1,0.3627,1.599,max_steps,1015.9,0.005006,0.53241,-0.896735,0.897307,3.068963,1.780479,0.019174,5.988164,0.494934,0.429571,-0.254928,1.005869,-2.87793,0.049687,2.363328,,0.099239,0.030182,0.123694,0.0005,0.0001,0.381443,-3.815867,0.018221,8439,gru
71,273718,-490.3123,-123.088,4000,0,0,0,1,1.8434,1.608,max_steps,1030.8,-0.006194,0.526788,-0.898281,0.895244,3.031786,1.749849,0.01228,5.978117,0.502422,0.438466,-0.669985,1.0,-2.87573,0.053301,2.361074,,0.091069,0.034335,0.180644,0.0005,0.0001,0.379918,-3.829561,0.018212,8564,gru
72,277718,-208.3377,-117.7001,4000,0,0,0,1,0.9882,1.607,max_steps,1046.4,0.014546,0.528193,-0.894653,0.898581,3.0663,1.767265,0.018441,5.993176,0.49223,0.42835,-0.328321,1.0,-2.907202,0.02347,2.360008,,0.078337,0.025784,0.107626,0.0005,0.0001,0.3784,-3.84439,0.018336,8689,gru
73,280794,-560.9505,-118.0971,3076,0,0,1,0,2.8938,1.595,collision,1058.9,-0.004462,0.535558,-0.896802,0.895311,3.039564,1.765654,0.022523,5.994435,0.448601,0.452815,-0.771119,1.0,-2.899505,0.046394,2.359363,,0.085438,0.023748,0.090512,0.0005,0.0001,0.376887,-3.859621,0.018325,8786,gru
74,284395,675.4189,-12.9121,3601,1,1,0,0,0.2913,1.609,goal,1072.4,0.006045,0.529448,-0.898808,0.898987,3.072264,1.772293,0.012609,5.978564,0.496678,0.443534,-0.29802,1.0,-2.935658,0.256021,2.361116,,0.19358,0.030379,0.142605,0.0005,0.0001,0.375381,-3.87719,0.018368,8899,gru
75,288102,698.6615,50.9318,3707,1,1,0,0,0.296,1.599,goal,1086.4,0.010754,0.533534,-0.896935,0.899644,3.052001,1.751721,0.02707,5.986779,0.50133,0.434049,-0.196367,1.0,-2.942416,0.502835,2.359808,,0.317817,0.038831,0.091672,0.0005,0.0001,0.373881,-3.891764,0.018423,9015,gru
76,291926,706.301,155.969,3824,1,1,0,0,0.2961,1.59,goal,1100.6,0.009855,0.532491,-0.896875,0.89634,3.033514,1.767395,0.01465,5.982753,0.497534,0.434971,-0.320514,1.0,-2.973359,0.021993,2.359633,,0.079288,0.025022,0.155324,0.0005,0.0001,0.372387,-3.90745,0.018482,9135,gru
77,295723,697.0378,156.4228,3797,1,1,0,0,0.2934,1.593,goal,1115.3,-0.006475,0.528732,-0.893418,0.896758,3.00563,1.768112,0.025252,5.987831,0.493026,0.441105,-0.869444,1.0,-2.978595,0.286716,2.360115,,0.209846,0.029241,0.154494,0.0005,0.0001,0.370899,-3.923781,0.018538,9254,gru
78,299723,-249.7853,128.7231,4000,0,0,0,1,0.9911,1.589,max_steps,1130.2,-0.00435,0.53284,-0.896226,0.897564,2.985706,1.762332,0.012958,5.984422,0.469937,0.463459,-0.990903,1.0,-2.992993,0.009049,2.354441,,0.068651,0.045897,0.23474,0.0005,0.0001,0.369417,-3.93399,0.018535,9379,gru
79,302578,-554.1088,75.4685,2855,0,0,1,0,3.1554,1.604,collision,1145.3,-0.007135,0.529733,-0.897164,0.894736,3.022848,1.746186,0.003878,5.971457,0.438972,0.464538,-1.0,1.007393,-3.038152,0.032528,2.358352,,0.084313,0.024933,0.293756,0.0005,0.0001,0.367942,-3.953723,0.018537,9469,gru
80,306578,73.6069,78.7531,4000,0,0,0,1,0.3471,1.609,max_steps,1170.9,0.014954,0.527119,-0.890855,0.898632,3.049432,1.738687,0.014683,5.988474,0.492354,0.433948,-0.30623,1.005435,-3.012722,0.041951,2.358496,,0.08063,0.031267,0.35509,0.0005,0.0001,0.366472,-3.969701,0.018398,9594,gru
