episode,global_step,reward,avg10,length,success,goal_touched,collision,timeout,min_dist,avg_speed_ms,end_reason,elapsed_s,act0_mean,act0_std,act0_min,act0_max,act1_mean,act1_std,act1_min,act1_max,obs_mean,obs_std,obs_min,obs_max,actor_loss,critic_loss,policy_entropy,entropy_coef,td_error,grad_norm_actor,grad_norm_critic,lr_actor,lr_critic,alpha,alpha_loss,target_update_magnitude,replay_buffer_size,recurrent_cell
24,96296,368.1593,261.0452,4147,0,0,1,0,0.8163,1.68,collision,498.5,0.005625,0.505415,-0.893534,0.893421,3.154261,1.70624,0.003872,5.989742,0.452198,0.456429,-1.0,1.007399,-0.676324,0.042683,2.345602,0.104651,0.035394,0.007682,0.011315,0.0003,0.0003,0.104651,-7.091801,0.005681,6032,gru
25,100341,605.8792,383.4803,4045,0,0,1,0,0.5275,1.709,collision,518.7,0.00883,0.503802,-0.893207,0.895041,3.238728,1.689993,0.022545,5.991532,0.449444,0.457596,-1.0,1.0,-0.639483,0.054021,2.342865,0.095071,0.040947,0.006867,0.015787,0.0003,0.0003,0.095071,-7.38731,0.005602,6285,gru
26,103900,1221.6736,553.5049,3559,1,1,0,0,0.299,1.688,goal,537.9,0.007882,0.512055,-0.896782,0.896336,3.185272,1.687262,0.0254,5.988982,0.503382,0.434066,-0.20647,1.00848,-0.618491,0.047755,2.339342,0.086369,0.037382,0.006803,0.014795,0.0003,0.0003,0.086369,-7.680401,0.005546,6508,gru
27,108091,-594.5056,455.5384,4191,0,0,1,0,1.6951,1.74,collision,558.5,0.017749,0.495528,-0.890124,0.897874,3.281073,1.669588,0.044672,5.988951,0.47302,0.437114,-0.547514,1.0,-0.58365,0.0518,2.333686,0.078463,0.039292,0.005792,0.02201,0.0003,0.0003,0.078463,-7.967386,0.005695,6770,gru
28,111437,1189.247,657.0564,3346,1,1,0,0,0.2955,1.747,goal,576.0,0.000486,0.494195,-0.886856,0.895158,3.295954,1.651517,0.068603,5.98483,0.49799,0.441859,-0.262069,1.0,-0.561284,0.046336,2.329871,0.071281,0.036721,0.006028,0.020109,0.0003,0.0003,0.071281,-8.258099,0.005636,6980,gru
29,114706,1169.4771,819.6732,3269,1,1,0,0,0.2971,1.775,goal,594.4,0.000172,0.492549,-0.895594,0.895888,3.366209,1.62528,0.027347,5.969693,0.507545,0.430811,-0.254547,1.0,-0.54355,0.053546,2.321694,0.064756,0.040756,0.006084,0.021724,0.0003,0.0003,0.064756,-8.536254,0.00572,7185,gru
30,118885,-612.8607,640.1058,4179,0,0,1,0,1.7661,1.75,collision,615.0,0.007539,0.495969,-0.89319,0.894513,3.342805,1.632564,0.030898,5.989678,0.471872,0.437127,-0.520259,1.0,-0.517409,0.032629,2.312282,0.058828,0.029389,0.004826,0.0178,0.0003,0.0003,0.058828,-8.809271,0.005992,7447,gru
31,122199,1146.8109,633.3062,3314,1,1,0,0,0.2881,1.773,goal,632.4,-0.003,0.493631,-0.894161,0.891335,3.381032,1.626577,0.056175,5.969134,0.510123,0.426934,-0.462059,1.0,-0.504891,0.067676,2.305409,0.053443,0.047597,0.004771,0.019816,0.0003,0.0003,0.053443,-9.087895,0.006073,7655,gru
32,125442,1154.2352,628.107,3243,1,1,0,0,0.2892,1.792,goal,650.8,-0.007467,0.476174,-0.889551,0.894149,3.362839,1.598549,0.035861,5.981614,0.507662,0.430775,-0.332779,1.0,-0.48915,0.028445,2.292969,0.048551,0.02751,0.00445,0.016725,0.0003,0.0003,0.048551,-9.348484,0.005991,7858,gru
33,128240,-511.1832,513.6933,2798,0,0,1,0,2.7603,1.839,collision,668.4,-0.009126,0.464626,-0.876434,0.885255,3.450782,1.582887,0.095916,5.972996,0.441401,0.462806,-1.0,1.0,-0.475446,0.056526,2.278257,0.044107,0.041441,0.004818,0.0155,0.0003,0.0003,0.044107,-9.599472,0.005874,8033,gru
34,131876,-609.4689,415.9305,3636,0,0,1,0,2.2508,1.829,collision,686.7,0.003888,0.465307,-0.888973,0.880486,3.439076,1.599932,0.045235,5.98052,0.464169,0.443338,-0.611338,1.0,-0.459824,0.06604,2.264788,0.04007,0.04696,0.005748,0.024223,0.0003,0.0003,0.04007,-9.851664,0.005854,8261,gru
35,135058,1133.9088,468.7334,3182,1,1,0,0,0.2831,1.856,goal,705.0,-0.001219,0.45975,-0.891004,0.887,3.469842,1.554407,0.047125,5.966751,0.505743,0.432731,-0.215379,1.001557,-0.453264,0.055988,2.241205,0.036402,0.041749,0.004542,0.023904,0.0003,0.0003,0.036402,-10.067867,0.005977,8460,gru
36,138715,371.3784,383.7039,3657,0,0,1,0,0.7946,1.884,collision,724.4,-0.009104,0.453083,-0.89081,0.885199,3.555292,1.520243,0.062848,5.963541,0.456035,0.452274,-1.0,1.0,-0.447401,0.050557,2.218881,0.03307,0.038652,0.005228,0.019131,0.0003,0.0003,0.03307,-10.283673,0.006395,8689,gru
37,142308,495.0026,492.6547,3593,0,0,1,0,0.6662,1.886,collision,743.7,0.006519,0.450638,-0.882135,0.882547,3.505994,1.522323,0.049582,5.974414,0.479358,0.426931,-0.320088,1.0,-0.436924,0.039379,2.195278,0.030043,0.032475,0.004753,0.016678,0.0003,0.0003,0.030043,-10.490732,0.006434,8914,gru
38,145354,1066.2179,480.3518,3046,1,1,0,0,0.2799,1.933,goal,760.6,-0.015038,0.42986,-0.887421,0.873437,3.585991,1.485483,0.101049,5.983868,0.502563,0.433854,-0.790252,1.0,-0.432219,0.064701,2.16756,0.027293,0.045799,0.005579,0.024216,0.0003,0.0003,0.027293,-10.678628,0.006389,9105,gru
39,148957,-176.1294,345.7912,3603,0,0,1,0,1.368,1.966,collision,779.7,-0.003407,0.4228,-0.878746,0.887113,3.622908,1.443103,0.123717,5.995093,0.48153,0.427914,-0.554646,1.0,-0.424651,0.076623,2.129768,0.024794,0.052665,0.006409,0.034354,0.0003,0.0003,0.024794,-10.823945,0.006639,9331,gru
40,152641,-366.5015,370.4271,3684,0,0,1,0,1.7468,2.013,collision,799.1,0.02582,0.408518,-0.86339,0.87091,3.783188,1.378194,0.179314,5.972184,0.438493,0.472119,-0.999846,1.0,-0.4158,0.073215,2.08918,0.022525,0.050758,0.006218,0.036914,0.0003,0.0003,0.022525,-10.950966,0.006879,9562,gru
41,155879,639.543,319.7003,3238,0,0,1,0,0.4301,2.037,collision,816.5,-0.00597,0.387268,-0.843135,0.87816,3.736584,1.38487,0.221617,5.960778,0.460983,0.444563,-0.999999,1.0,-0.411833,0.070718,2.050556,0.020463,0.049451,0.007339,0.03707,0.0003,0.0003,0.020463,-11.078542,0.007162,9765,gru
42,159322,-3.2247,203.9543,3443,0,0,1,0,1.1956,2.042,collision,835.3,0.001302,0.388549,-0.835467,0.859375,3.756071,1.368499,0.091944,5.964361,0.480865,0.426465,-0.460181,1.0,-0.404963,0.068419,2.014578,0.01859,0.050195,0.010302,0.040932,0.0003,0.0003,0.01859,-11.20908,0.007333,9981,gru
43,162592,297.9055,284.8632,3270,0,0,1,0,0.8695,2.088,collision,853.9,-0.021709,0.368812,-0.845139,0.848478,3.800771,1.293567,0.125284,5.953276,0.462206,0.44555,-0.999999,1.0,-0.407466,0.027747,1.927127,0.016888,0.0266,0.00994,0.038973,0.0003,0.0003,0.016888,-11.12237,0.007543,10186,gru
44,166133,-549.5022,290.8598,3541,0,0,1,0,1.8647,2.116,collision,873.0,0.039394,0.356198,-0.862837,0.825647,3.918476,1.302489,0.077082,5.935477,0.459359,0.447626,-0.62628,1.007194,-0.404322,0.052581,1.907977,0.015343,0.038219,0.014795,0.028385,0.0003,0.0003,0.015343,-11.303665,0.00757,10408,gru
45,168635,-399.6548,137.5035,2502,0,0,1,0,2.6435,2.156,collision,889.0,-0.000688,0.342224,-0.815944,0.833461,3.911236,1.224378,0.306636,5.927133,0.457322,0.446522,-0.672815,1.0,-0.397256,0.063222,1.794972,0.013938,0.044692,0.011517,0.032495,0.0003,0.0003,0.013938,-11.081356,0.007666,10565,gru
46,171589,848.0447,185.1701,2954,1,1,0,0,0.2325,2.169,goal,906.5,-0.051026,0.323482,-0.822053,0.756357,3.889,1.245573,0.377154,5.896206,0.512855,0.4209,-0.54618,1.0,-0.391941,0.066507,1.783183,0.012662,0.054877,0.014835,0.077128,0.0003,0.0003,0.012662,-11.279819,0.007697,10750,gru
47,174469,957.92,231.4618,2880,1,1,0,0,0.2865,2.141,goal,923.2,0.008439,0.346432,-0.79947,0.809375,4.009968,1.275995,0.227639,5.973427,0.496717,0.429106,-0.173881,1.0,-0.396005,0.058415,1.799547,0.011503,0.047781,0.01612,0.05226,0.0003,0.0003,0.011503,-11.599865,0.007811,10930,gru
48,177785,-64.5939,118.3807,3316,0,0,1,0,1.0364,2.262,collision,941.8,0.075174,0.299233,-0.769474,0.808733,4.358727,1.0019,0.523569,5.912581,0.448925,0.459455,-0.815382,1.0,-0.38765,0.07665,1.648072,0.010451,0.055916,0.020325,0.056356,0.0003,0.0003,0.010451,-11.158962,0.008069,11138,gru
49,180965,678.1809,203.8117,3180,0,0,1,0,0.3539,2.141,collision,960.1,0.017293,0.347143,-0.825255,0.83737,3.970252,1.25346,0.279859,5.958801,0.472799,0.433709,-0.653426,1.0,-0.403388,0.053608,1.599009,0.009494,0.042049,0.013268,0.0425,0.0003,0.0003,0.009494,-11.162873,0.008242,11337,gru
50,183449,-343.7648,206.0854,2484,0,0,1,0,2.4344,2.353,collision,976.1,-0.033467,0.233955,-0.670433,0.635479,4.220813,1.009039,0.898591,5.934089,0.446769,0.459333,-1.0,1.0,-0.397808,0.041904,1.441355,0.008625,0.035166,0.0095,0.049447,0.0003,0.0003,0.008625,-10.648214,0.008297,11493,gru
51,186537,-118.547,130.2764,3088,0,0,1,0,1.3606,2.315,collision,994.2,-0.020369,0.261954,-0.753243,0.704212,4.290488,1.02738,0.659248,5.930057,0.452977,0.457193,-1.0,1.001319,-0.400415,0.054941,1.407181,0.007836,0.040888,0.009716,0.044341,0.0003,0.0003,0.007836,-10.69542,0.008433,11686,gru
52,189457,-444.6646,86.1324,2920,0,0,1,0,2.1188,2.326,collision,1010.9,0.00477,0.244891,-0.688759,0.700677,4.12652,1.058011,0.369242,5.933207,0.463425,0.442267,-0.565183,1.0,-0.396581,0.063896,1.341083,0.007118,0.04638,0.013276,0.084878,0.0003,0.0003,0.007118,-10.581043,0.00852,11869,gru
53,192433,-413.0344,15.0384,2976,0,0,1,0,2.0226,2.353,collision,1028.9,0.038061,0.22542,-0.646083,0.771372,4.218322,1.065497,0.400548,5.927952,0.46255,0.446819,-0.613016,1.007845,-0.386663,0.042782,1.403299,0.006467,0.035371,0.017571,0.085431,0.0003,0.0003,0.006467,-11.100364,0.00883,12055,gru
54,195340,347.8565,104.7742,2907,0,0,1,0,0.8282,2.374,collision,1046.7,-0.007566,0.221558,-0.635552,0.666429,4.452871,1.018139,0.581341,5.943679,0.458341,0.450433,-1.0,1.007242,-0.397805,0.049875,1.172776,0.005875,0.036729,0.010628,0.037305,0.0003,0.0003,0.005875,-10.127196,0.008873,12237,gru
55,198222,248.9552,169.6352,2882,0,0,1,0,0.9515,2.39,collision,1063.3,0.001479,0.212243,-0.669685,0.657034,4.253051,0.962544,0.484285,5.885783,0.481219,0.425247,-0.339472,1.0,-0.396687,0.062601,1.094194,0.005337,0.04357,0.010975,0.039467,0.0003,0.0003,0.005337,-9.906624,0.008877,12418,gru
56,201168,-108.1769,74.0131,2946,0,0,1,0,1.3721,2.42,collision,1080.9,-0.00345,0.193311,-0.718918,0.596096,4.301837,0.925499,0.469029,5.851855,0.476904,0.431877,-0.437925,1.0,-0.402016,0.049278,0.956399,0.004849,0.037496,0.008961,0.037979,0.0003,0.0003,0.004849,-9.354389,0.008931,12603,gru
57,203939,362.4645,14.4675,2771,0,0,1,0,0.7301,2.442,collision,1097.4,-0.018064,0.179432,-0.593681,0.684027,4.288786,0.92501,0.753824,5.867855,0.461447,0.444199,-1.0,1.0,-0.397978,0.051076,0.883043,0.004405,0.039164,0.019317,0.040231,0.0003,0.0003,0.004405,-9.125792,0.008951,12777,gru
58,207087,-140.2117,6.9057,3148,0,0,1,0,1.0989,2.393,collision,1115.6,0.073653,0.211735,-0.653577,0.693223,4.464942,0.852239,1.187349,5.909312,0.44516,0.46111,-0.823706,1.0,-0.404181,0.055728,0.82616,0.004002,0.040985,0.022724,0.046516,0.0003,0.0003,0.004002,-8.971731,0.008872,12974,gru
59,208927,-454.6638,-106.3787,1840,0,0,1,0,2.9133,2.456,collision,1130.3,-0.103516,0.144281,-0.580643,0.805696,4.71443,0.711446,1.449601,5.846113,0.438039,0.462076,-1.0,1.0,-0.407781,0.044348,0.778358,0.003635,0.035015,0.026844,0.036788,0.0003,0.0003,0.003635,-8.862184,0.008794,13089,gru
60,211448,-348.6172,-106.864,2521,0,0,1,0,2.1799,2.476,collision,1147.2,0.059009,0.149308,-0.458229,0.73882,4.454844,0.825973,1.254732,5.838411,0.456854,0.450958,-0.702766,1.0,-0.408859,0.038893,0.588517,0.003303,0.030247,0.033206,0.029309,0.0003,0.0003,0.003303,-7.928142,0.008675,13247,gru
61,214241,277.4169,-67.2676,2793,0,0,1,0,0.8868,2.498,collision,1163.7,-0.013307,0.143916,-0.545228,0.624877,4.328441,0.804262,1.252384,5.864,0.459494,0.448919,-1.0,1.00511,-0.408461,0.042587,0.463464,0.003,0.032791,0.016384,0.034263,0.0003,0.0003,0.003,-7.334784,0.008664,13422,gru
62,216187,-338.0972,-56.6108,1946,0,0,1,0,2.8876,2.501,collision,1179.6,-0.063282,0.132974,-0.575265,0.546331,4.297704,0.754442,1.659355,5.790906,0.442686,0.461399,-1.0,1.001649,-0.393962,0.054735,0.541423,0.002727,0.060714,0.028432,0.129421,0.0003,0.0003,0.002727,-7.91867,0.008946,13544,gru
63,219114,-1101.2466,-125.432,2927,0,1,1,0,0.0266,2.48,collision,1196.5,0.058271,0.154442,-0.410877,0.651228,4.983298,0.598238,1.142691,5.927163,0.445866,0.462966,-1.0,1.0,-0.40459,0.091241,0.621446,0.002479,0.067981,0.021388,0.059428,0.0003,0.0003,0.002479,-8.518455,0.009047,13727,gru
64,221688,-348.3224,-195.0499,2574,0,0,1,0,2.1471,2.585,collision,1213.5,0.002737,0.087333,-0.37351,0.613644,5.029068,0.45532,2.102853,5.835638,0.464144,0.444225,-0.559737,1.0,-0.3988,0.050023,0.649502,0.002266,0.04391,0.018743,0.077369,0.0003,0.0003,0.002266,-8.829315,0.009083,13888,gru
65,224779,-420.6806,-262.0135,3091,0,0,1,0,1.8992,2.433,collision,1231.6,0.007397,0.177701,-0.584809,0.542309,4.251158,0.936153,0.426728,5.856061,0.441817,0.462967,-1.0,1.0,-0.405413,0.059872,0.588289,0.002062,0.05236,0.026697,0.098933,0.0003,0.0003,0.002062,-8.576003,0.009227,14082,gru
66,227981,-237.7829,-274.9741,3202,0,0,1,0,1.2508,2.416,collision,1249.1,0.061665,0.177704,-0.646862,0.723992,4.051376,0.958765,0.407824,5.811447,0.446743,0.461604,-0.737415,1.010747,-0.404636,0.056114,0.536467,0.001875,0.046415,0.035553,0.102498,0.0003,0.0003,0.001875,-8.391035,0.00932,14283,gru
67,229918,-426.2235,-353.8429,1937,0,0,1,0,2.8876,2.417,collision,1264.7,0.094941,0.17462,-0.583233,0.74813,4.452526,0.914471,0.769018,5.949487,0.434448,0.467805,-0.987679,1.0,-0.404098,0.051641,0.394012,0.001709,0.042944,0.042219,0.058678,0.0003,0.0003,0.001709,-7.605556,0.009346,14405,gru
68,232979,-462.3396,-386.0557,3061,0,0,1,0,1.7089,2.456,collision,1281.9,0.055488,0.146949,-0.676186,0.528508,3.917439,0.900123,0.693649,5.672078,0.444271,0.460095,-0.679325,1.0,-0.408142,0.058636,0.086364,0.001567,0.050796,0.039964,0.074323,0.0003,0.0003,0.001567,-5.725306,0.009442,14597,gru
69,235927,-302.3343,-370.8227,2948,0,0,1,0,1.768,2.509,collision,1299.7,-0.015184,0.13908,-0.47322,0.609284,4.222647,0.758523,0.739959,5.808241,0.471114,0.437364,-0.471195,1.0,-0.396329,0.064836,-0.015218,0.001455,0.053588,0.044001,0.155544,0.0003,0.0003,0.001455,-5.129528,0.009558,14782,gru
70,239115,506.0268,-285.3583,3188,0,0,1,0,0.4197,2.296,collision,1318.1,0.053867,0.152471,-0.68828,0.773633,3.733932,1.340821,0.332407,5.771929,0.418982,0.469483,-1.0,1.0,-0.397301,0.044943,0.25085,0.001347,0.054549,0.047881,0.11541,0.0003,0.0003,0.001347,-6.948571,0.009971,14982,gru
71,244115,-1535.6857,-466.6686,5000,0,0,0,1,1.3939,1.5,max_steps,1340.2,-0.014942,0.219595,-0.78206,0.667099,2.145049,1.73972,0.13095,5.836815,0.388748,0.448251,-0.625141,1.0,-0.398635,0.058827,-0.066819,0.00124,0.059718,0.044953,0.122244,0.0003,0.0003,0.00124,-4.902005,0.010364,15295,gru
72,246973,-378.9397,-470.7528,2858,0,0,1,0,1.8993,2.532,collision,1356.9,-0.04721,0.117311,-0.501204,0.461931,4.427176,0.751936,1.64381,5.787464,0.451082,0.458656,-1.0,1.009238,-0.404752,0.060311,-0.061455,0.001157,0.05261,0.0107,0.076315,0.0003,0.0003,0.001157,-4.993239,0.01045,15474,gru
73,249990,111.7955,-349.4486,3017,0,0,1,0,0.9242,2.344,collision,1375.0,0.027272,0.195371,-0.89202,0.892186,4.318716,1.454798,0.106333,5.854011,0.447042,0.440758,-0.527696,1.006985,-0.407852,0.054506,-0.116585,0.001073,0.047303,0.020747,0.087527,0.0003,0.0003,0.001073,-4.667027,0.010343,15663,gru
74,252966,-434.7038,-358.0868,2976,0,0,1,0,1.7589,2.564,collision,1391.8,-0.032363,0.097476,-0.380833,0.527196,4.804474,0.69915,2.002126,5.835209,0.445175,0.456156,-1.0,1.0,-0.407451,0.060469,-0.117277,0.001012,0.049732,0.018516,0.081539,0.0003,0.0003,0.001012,-4.712143,0.010185,15849,gru
75,255850,-398.669,-355.8856,2884,0,0,1,0,1.9733,2.554,collision,1409.6,0.020316,0.109568,-0.350495,0.670051,4.502859,0.819604,1.108769,5.819385,0.463507,0.440548,-0.647952,1.008679,-0.407136,0.035512,-0.417005,0.001,0.041612,0.021165,0.098756,0.0003,0.0003,0.001,-2.662403,0.010127,16030,gru
76,258770,-322.0016,-364.3075,2920,0,0,1,0,1.4436,2.57,collision,1427.5,-0.038193,0.091159,-0.352198,0.770639,4.91519,0.733184,1.211427,5.883399,0.456846,0.450812,-1.0,1.0,-0.401947,0.064642,-0.456201,0.001,0.055786,0.022434,0.110015,0.0003,0.0003,0.001,-2.407374,0.009914,16213,gru
77,261406,-657.2218,-387.4073,2636,0,1,1,0,0.1877,2.546,collision,1443.7,0.014512,0.105059,-0.368932,0.47631,4.72381,1.00137,1.636672,5.881605,0.4727,0.427293,-0.927678,1.0,-0.39722,0.049121,-0.927462,0.001,0.054888,0.039327,0.16419,0.0003,0.0003,0.001,0.899496,0.009888,16378,gru
78,263079,-604.5189,-401.6253,1673,0,0,1,0,3.2017,2.516,collision,1458.6,-0.085451,0.099216,-0.472127,0.577864,5.396276,0.642682,2.759972,5.964942,0.427022,0.469852,-1.0,1.0,-0.40494,0.039743,-0.623156,0.001,0.04228,0.029453,0.097717,0.0003,0.0003,0.001,-1.234475,0.009754,16384,gru
