episode,global_step,reward,avg10,length,success,goal_touched,collision,timeout,min_dist,avg_speed_ms,end_reason,elapsed_s,act0_mean,act0_std,act0_min,act0_max,act1_mean,act1_std,act1_min,act1_max,obs_mean,obs_std,obs_min,obs_max,actor_loss,critic_loss,policy_entropy,entropy_coef,td_error,grad_norm_actor,grad_norm_critic,lr_actor,lr_critic,alpha,alpha_loss,target_update_magnitude,replay_buffer_size,recurrent_cell
20,79818,-547.5596,-453.8894,4487,0,0,1,0,1.3924,1.616,collision,273.6,0.001461,0.532273,-0.896216,0.897144,3.070172,1.74188,0.00774,5.989866,0.448376,0.463079,-1.0,1.010688,-2.256966,0.081037,2.360291,0.439377,0.094901,0.028126,0.044681,0.0002,0.0002,0.439377,-2.761823,0.010287,4998,gru
21,83694,-1138.732,-452.3146,3876,0,0,1,0,2.5024,1.6,collision,286.9,-0.015486,0.521381,-0.897047,0.894185,2.975091,1.749293,0.015894,5.991109,0.458972,0.440113,-0.7052,1.0,-2.251386,0.043671,2.36081,0.435876,0.076507,0.024098,0.041586,0.0002,0.0002,0.435876,-2.789138,0.01015,5241,gru
22,86992,-1051.9392,-451.6511,3298,0,0,1,0,2.711,1.623,collision,299.0,0.001099,0.529316,-0.895073,0.897899,3.091707,1.762987,0.027254,5.993941,0.45997,0.447123,-0.767643,1.010648,-2.244362,0.051645,2.361271,0.432403,0.078762,0.032191,0.039607,0.0002,0.0002,0.432403,-2.81641,0.009999,5448,gru
23,90518,-1082.7108,-454.37,3526,0,0,1,0,2.5875,1.598,collision,311.6,0.003931,0.526893,-0.896191,0.896266,3.018773,1.766512,0.020441,5.992985,0.440592,0.462606,-1.0,1.0,-2.237914,0.068564,2.360351,0.428957,0.088717,0.02734,0.039783,0.0002,0.0002,0.428957,-2.842526,0.009841,5669,gru
24,94797,375.4189,-460.3787,4279,0,0,1,0,0.3948,1.589,collision,325.8,-0.00804,0.527133,-0.895215,0.89578,3.032121,1.796137,0.007148,5.987097,0.453418,0.453531,-0.999999,1.0,-2.243111,0.07047,2.360512,0.425539,0.088997,0.02712,0.035287,0.0002,0.0002,0.425539,-2.869544,0.009722,5937,gru
25,99086,37.64,-300.0308,4289,0,0,1,0,0.7986,1.623,collision,339.9,0.006229,0.529298,-0.896337,0.898946,3.087941,1.746896,0.016416,5.980912,0.48472,0.421955,-0.443,1.0106,-2.247789,0.084572,2.35899,0.422148,0.095534,0.025095,0.032326,0.0002,0.0002,0.422148,-2.895119,0.009584,6206,gru
26,103367,-288.801,-362.8491,4281,0,0,1,0,1.1036,1.615,collision,354.0,-0.000669,0.530619,-0.894658,0.895971,3.081865,1.759221,0.016809,5.988278,0.486215,0.421354,-0.522994,1.0,-2.249958,0.09524,2.359881,0.418784,0.100134,0.026785,0.030692,0.0002,0.0002,0.418784,-2.922767,0.009469,6474,gru
27,106990,914.0134,-156.3912,3623,1,1,0,0,0.2956,1.601,goal,366.8,-0.014012,0.531743,-0.893902,0.895393,3.061574,1.764231,0.00885,5.990234,0.507583,0.431149,-0.343375,1.0,-2.26451,0.070047,2.360283,0.415447,0.086306,0.030244,0.053696,0.0002,0.0002,0.415447,-2.950003,0.009344,6701,gru
28,111332,240.7079,-221.0125,4342,0,0,1,0,0.5004,1.6,collision,381.3,-0.013159,0.53011,-0.898245,0.898051,3.034703,1.764499,0.010641,5.995974,0.489091,0.416788,-0.527421,1.0,-2.26504,0.055316,2.36171,0.412137,0.078694,0.026607,0.047248,0.0002,0.0002,0.412137,-2.978149,0.009186,6973,gru
29,114922,922.3689,-161.9593,3590,1,1,0,0,0.2968,1.596,goal,396.4,0.00504,0.528482,-0.893933,0.899239,2.98083,1.738142,0.0116,5.99331,0.503344,0.435701,-0.193886,1.0,-2.271312,0.077723,2.359549,0.408852,0.088945,0.027482,0.031833,0.0002,0.0002,0.408852,-3.003113,0.009042,7198,gru
30,119336,-114.0446,-118.6078,4414,0,0,1,0,0.9177,1.579,collision,419.3,0.005384,0.533504,-0.892927,0.898332,2.975862,1.772447,0.006079,5.982559,0.446943,0.462343,-0.999999,1.0,-2.276372,0.098256,2.36089,0.405595,0.09865,0.027798,0.025472,0.0002,0.0002,0.405595,-3.0312,0.008877,7474,gru
31,123017,884.4654,83.7119,3681,1,1,0,0,0.2822,1.609,goal,433.0,0.001117,0.530409,-0.898692,0.893488,3.078161,1.787138,0.016342,5.991055,0.502284,0.437376,-0.170875,1.010003,-2.274914,0.073394,2.359814,0.402363,0.085357,0.027852,0.043912,0.0002,0.0002,0.402363,-3.057109,0.008747,7705,gru
32,126711,920.0517,280.911,3694,1,1,0,0,0.2991,1.598,goal,446.0,0.00357,0.533361,-0.895757,0.895855,3.028488,1.768447,0.010083,5.982826,0.505166,0.433552,-0.224339,1.000471,-2.290176,0.090066,2.360603,0.399156,0.093702,0.025145,0.032357,0.0002,0.0002,0.399156,-3.084713,0.008604,7936,gru
33,131259,-766.6335,312.5187,4548,0,0,1,0,1.6061,1.606,collision,460.7,-0.006579,0.536486,-0.897427,0.897986,3.042933,1.751041,0.013461,5.990426,0.480533,0.430195,-0.559924,1.0,-2.293004,0.077908,2.361061,0.395976,0.087255,0.023369,0.054065,0.0002,0.0002,0.395976,-3.112022,0.0084,8221,gru
34,135422,311.5253,306.1294,4163,0,0,1,0,0.4577,1.62,collision,474.5,0.005977,0.53579,-0.896199,0.897742,3.111255,1.748438,0.009278,5.984967,0.451389,0.455542,-1.0,1.0,-2.297919,0.093783,2.361252,0.39282,0.092412,0.028148,0.047744,0.0002,0.0002,0.39282,-3.139092,0.008212,8482,gru
35,139758,249.583,327.3237,4336,0,0,1,0,0.5436,1.608,collision,488.7,0.007911,0.533538,-0.897395,0.898143,3.090281,1.764457,0.015751,5.987988,0.452093,0.457106,-1.0,1.000669,-2.309009,0.075012,2.36042,0.38969,0.082078,0.026336,0.027097,0.0002,0.0002,0.38969,-3.165199,0.008047,8753,gru
36,144004,220.5083,378.2546,4246,0,0,1,0,0.5768,1.621,collision,502.8,0.008254,0.528276,-0.893648,0.894367,3.06586,1.754042,0.00168,5.978446,0.482035,0.424201,-0.638691,1.004314,-2.309739,0.074983,2.360993,0.386585,0.082896,0.026325,0.030203,0.0002,0.0002,0.386585,-3.192627,0.007881,9019,gru
37,147687,-1226.4222,164.211,3683,0,0,1,0,2.4831,1.598,collision,515.7,-0.007984,0.528355,-0.897306,0.893863,3.005175,1.770698,0.017755,5.989308,0.441013,0.461711,-1.0,1.0,-2.316019,0.081285,2.359695,0.383504,0.084575,0.023907,0.036158,0.0002,0.0002,0.383504,-3.218273,0.007703,9250,gru
38,151427,-1158.0818,24.3321,3740,0,0,1,0,2.5253,1.598,collision,528.7,0.006377,0.529222,-0.898314,0.894912,3.026001,1.775154,0.005383,5.985772,0.461726,0.444187,-0.653934,1.009898,-2.317181,0.066356,2.359734,0.380449,0.076245,0.024629,0.063252,0.0002,0.0002,0.380449,-3.245189,0.007574,9484,gru
39,155474,-1348.2318,-202.728,4047,0,0,1,0,2.2016,1.604,collision,542.3,0.014184,0.523881,-0.898597,0.895338,3.029902,1.771306,0.019034,5.967974,0.465514,0.443496,-0.672294,1.0,-2.323096,0.091001,2.36009,0.377417,0.088554,0.022719,0.045523,0.0002,0.0002,0.377417,-3.272416,0.00743,9737,gru
40,159742,350.3596,-156.2876,4268,0,0,1,0,0.4546,1.607,collision,556.6,0.011453,0.527526,-0.896418,0.897255,3.038483,1.755942,0.014298,5.987681,0.479397,0.428017,-0.649553,1.0037,-2.33611,0.090191,2.359218,0.37441,0.087033,0.022654,0.03117,0.0002,0.0002,0.37441,-3.298442,0.007316,10004,gru
41,162754,-1031.4091,-347.8751,3012,0,0,1,0,2.9341,1.61,collision,568.1,-0.000245,0.532534,-0.899413,0.898469,3.052601,1.745629,0.028303,5.990519,0.440344,0.463773,-1.0,1.0,-2.331637,0.072821,2.360511,0.371426,0.077689,0.02489,0.035381,0.0002,0.0002,0.371426,-3.326595,0.007204,10193,gru
42,167049,230.4736,-416.8329,4295,0,0,1,0,0.5053,1.614,collision,584.6,0.001256,0.532378,-0.898633,0.896943,3.060699,1.753588,0.002718,5.983232,0.44971,0.459417,-1.0,1.0,-2.34412,0.057791,2.360252,0.368466,0.070419,0.022376,0.051849,0.0002,0.0002,0.368466,-3.353225,0.007088,10462,gru
43,171749,-1486.5485,-488.8244,4700,0,0,1,0,1.9504,1.605,collision,606.1,-0.010168,0.529428,-0.897477,0.891974,3.048393,1.776448,0.009781,5.98712,0.474371,0.431423,-0.673609,1.0,-2.349533,0.087159,2.359557,0.365531,0.085153,0.021316,0.052718,0.0002,0.0002,0.365531,-3.379402,0.006958,10756,gru
44,175405,931.9061,-426.7863,3656,1,1,0,0,0.299,1.626,goal,627.7,0.003923,0.523262,-0.896794,0.894112,3.068592,1.741951,0.007492,5.976008,0.504125,0.433589,-0.217159,1.002745,-2.363284,0.084096,2.36042,0.362618,0.082947,0.022462,0.055659,0.0002,0.0002,0.362618,-3.407153,0.006894,10985,gru
45,180249,-1406.7602,-592.4206,4844,0,0,1,0,2.1458,1.612,collision,652.4,-0.005388,0.531212,-0.897605,0.896211,3.041863,1.745398,0.002688,5.981942,0.465641,0.426979,-0.64632,1.011997,-2.356216,0.098742,2.359077,0.359729,0.089567,0.021239,0.03736,0.0002,0.0002,0.359729,-3.432665,0.006824,11288,gru
46,184446,268.4577,-587.6257,4197,0,0,1,0,0.5246,1.627,collision,676.2,0.004714,0.526987,-0.898106,0.896485,3.074532,1.742743,0.022096,5.989774,0.483057,0.422671,-0.625499,1.0,-2.377695,0.086275,2.360263,0.356863,0.084728,0.019428,0.076185,0.0002,0.0002,0.356863,-3.460757,0.00677,11551,gru
47,188133,923.4407,-372.6394,3687,1,1,0,0,0.2973,1.602,goal,695.6,0.005069,0.528108,-0.895244,0.895898,3.026538,1.769368,0.017616,5.976313,0.506799,0.432086,-0.217983,1.005864,-2.385131,0.07607,2.359196,0.35402,0.076685,0.023745,0.068216,0.0002,0.0002,0.35402,-3.486528,0.006681,11782,gru
48,192580,-214.587,-278.2899,4447,0,0,1,0,0.9509,1.591,collision,711.2,-0.015829,0.53206,-0.897806,0.895544,3.003597,1.758985,0.014761,5.985126,0.458276,0.452191,-1.0,1.010107,-2.409203,0.10655,2.360902,0.351199,0.092847,0.018256,0.05519,0.0002,0.0002,0.351199,-3.515182,0.006635,12060,gru
49,195593,-1049.0186,-248.3686,3013,0,0,1,0,3.0045,1.598,collision,722.2,-0.006514,0.534213,-0.898801,0.896847,3.044268,1.747789,0.023888,5.98726,0.439786,0.463354,-1.0,1.0,-2.400417,0.07134,2.360788,0.348401,0.07463,0.01707,0.025002,0.0002,0.0002,0.348401,-3.541947,0.006604,12249,gru
50,199974,-681.3702,-351.5416,4381,0,0,1,0,1.3944,1.631,collision,736.2,0.014484,0.528169,-0.896617,0.898598,3.095654,1.740966,0.012174,5.988758,0.479444,0.430071,-0.447698,1.0,-2.420361,0.050061,2.359608,0.345625,0.064344,0.020452,0.030835,0.0002,0.0002,0.345625,-3.567585,0.006565,12523,gru
51,204239,353.9032,-213.0103,4265,0,0,1,0,0.4162,1.604,collision,749.8,-0.011411,0.532939,-0.898943,0.896569,3.045024,1.747062,0.00777,5.990547,0.461675,0.445914,-1.0,1.0,-2.426597,0.077379,2.360118,0.342871,0.076826,0.017621,0.040815,0.0002,0.0002,0.342871,-3.595002,0.006483,12790,gru
52,208618,-109.3032,-246.988,4379,0,0,1,0,0.866,1.604,collision,763.6,-0.00087,0.532002,-0.898131,0.895743,3.035395,1.742932,0.021924,5.992978,0.483919,0.423555,-0.47316,1.010166,-2.43565,0.092507,2.360317,0.340139,0.086994,0.01914,0.043469,0.0002,0.0002,0.340139,-3.622094,0.006408,13064,gru
53,212951,-1391.4359,-237.4767,4333,0,0,1,0,2.1717,1.631,collision,777.4,0.008299,0.527838,-0.896215,0.893787,3.102716,1.735933,0.008739,5.993348,0.466919,0.439729,-0.592283,1.006848,-2.441471,0.07525,2.358782,0.337429,0.075734,0.023467,0.055367,0.0002,0.0002,0.337429,-3.64731,0.006348,13335,gru
54,217142,244.2665,-306.2407,4191,0,0,1,0,0.5569,1.597,collision,790.7,0.016584,0.525236,-0.894279,0.895056,3.005766,1.773166,0.010389,5.977871,0.478467,0.426997,-0.515976,1.0,-2.455262,0.069317,2.359617,0.334741,0.073758,0.020524,0.045454,0.0002,0.0002,0.334741,-3.675093,0.00629,13597,gru
55,221471,-47.3512,-170.2998,4329,0,0,1,0,0.8631,1.613,collision,804.3,0.010973,0.527066,-0.895638,0.895723,3.055003,1.756952,0.003786,5.992543,0.447881,0.461797,-0.999997,1.0,-2.45924,0.110792,2.359389,0.332074,0.095288,0.017874,0.06855,0.0002,0.0002,0.332074,-3.701715,0.006256,13868,gru
56,225108,892.2569,-107.9199,3637,1,1,0,0,0.2912,1.609,goal,816.6,-0.003264,0.529573,-0.897163,0.895192,3.07504,1.761059,0.016737,5.975497,0.499642,0.440105,-0.347322,1.0,-2.485527,0.06544,2.360521,0.329428,0.071838,0.022368,0.067205,0.0002,0.0002,0.329428,-3.729845,0.006295,14096,gru
57,229228,-1321.6483,-332.4288,4120,0,0,1,0,2.3324,1.602,collision,829.8,0.006377,0.52362,-0.894418,0.897238,3.03924,1.778018,0.012795,5.996324,0.462957,0.442256,-0.619034,1.00224,-2.489875,0.048774,2.360522,0.326803,0.063096,0.020387,0.043053,0.0002,0.0002,0.326803,-3.756728,0.006318,14354,gru
58,233451,178.7466,-293.0954,4223,0,0,1,0,0.562,1.636,collision,843.3,-0.02056,0.524957,-0.897166,0.896747,3.087334,1.733896,0.009378,5.983532,0.488864,0.416946,-0.513634,1.0,-2.504066,0.083678,2.359055,0.324199,0.079403,0.020175,0.045236,0.0002,0.0002,0.324199,-3.781961,0.006283,14618,gru
59,237239,-1170.4858,-305.2421,3788,0,0,1,0,2.4577,1.604,collision,856.1,0.001384,0.531912,-0.896127,0.894919,3.061432,1.775166,0.014048,5.993015,0.463968,0.444136,-0.679564,1.0,-2.502392,0.069535,2.358906,0.321616,0.07351,0.019163,0.076795,0.0002,0.0002,0.321616,-3.808661,0.00623,14855,gru
60,241864,-1409.4386,-378.049,4625,0,0,1,0,1.8801,1.613,collision,870.4,0.006779,0.523468,-0.898344,0.897014,3.029071,1.745649,0.00998,5.989579,0.474562,0.435071,-0.596048,1.0,-2.531691,0.098182,2.35939,0.319054,0.086854,0.021899,0.071056,0.0002,0.0002,0.319054,-3.83608,0.006168,15145,gru
61,246154,291.4072,-384.2986,4290,0,0,1,0,0.5129,1.622,collision,884.0,-0.003353,0.529077,-0.895108,0.894827,3.068809,1.743338,0.011109,5.989955,0.4609,0.44792,-1.0,1.001138,-2.527791,0.068949,2.359063,0.316512,0.071601,0.019087,0.055976,0.0002,0.0002,0.316512,-3.862578,0.006141,15414,gru
62,250273,452.395,-328.1288,4119,0,0,1,0,0.3377,1.623,collision,897.2,0.001856,0.520941,-0.89445,0.894059,3.078313,1.757843,0.002299,5.992176,0.48056,0.423128,-0.560214,1.0,-2.542262,0.100134,2.360127,0.31399,0.086666,0.019349,0.04048,0.0002,0.0002,0.31399,-3.890683,0.006202,15672,gru
63,254220,906.2829,-98.3569,3947,1,1,0,0,0.2972,1.592,goal,910.1,0.003494,0.532861,-0.895844,0.89686,3.034686,1.765346,0.011313,5.993141,0.484653,0.445262,-0.997761,1.00064,-2.543226,0.076314,2.36033,0.311488,0.076332,0.019701,0.080826,0.0002,0.0002,0.311488,-3.917796,0.006289,15919,gru
64,257994,934.8723,-29.2963,3774,1,1,0,0,0.2991,1.617,goal,922.8,-0.007111,0.52177,-0.896478,0.898413,3.064308,1.75552,0.015635,5.980101,0.48976,0.446799,-0.829131,1.005647,-2.565993,0.095681,2.36064,0.309006,0.084015,0.016522,0.079409,0.0002,0.0002,0.309006,-3.945045,0.006316,16155,gru
65,262254,-125.9487,-37.156,4260,0,0,1,0,0.9718,1.614,collision,936.3,-0.002111,0.527828,-0.896818,0.898241,3.039882,1.746831,0.025156,5.984237,0.448432,0.45888,-1.0,1.0,-2.563858,0.07582,2.358744,0.306544,0.074634,0.015425,0.048853,0.0002,0.0002,0.306544,-3.969684,0.006345,16422,gru
66,265827,906.5637,-35.7254,3573,1,1,0,0,0.2944,1.615,goal,948.7,0.003811,0.526987,-0.898228,0.894964,3.05563,1.743075,0.023748,5.986863,0.500522,0.43915,-0.186857,1.0,-2.597421,0.058424,2.359703,0.304102,0.065152,0.016629,0.056704,0.0002,0.0002,0.304102,-3.997694,0.006363,16646,gru
67,270122,32.9605,99.7355,4295,0,0,1,0,0.7725,1.616,collision,962.3,0.007592,0.525668,-0.896925,0.899043,3.019663,1.733729,0.006778,5.989997,0.44847,0.460535,-1.0,1.0,-2.599215,0.073133,2.359767,0.301679,0.073505,0.020167,0.091703,0.0002,0.0002,0.301679,-4.024648,0.00638,16915,gru
68,273810,915.9046,173.4513,3688,1,1,0,0,0.2999,1.618,goal,974.6,0.013086,0.52947,-0.893894,0.895009,3.065924,1.743542,0.011077,5.993612,0.492328,0.448503,-0.39833,1.008782,-2.625627,0.058823,2.359318,0.299275,0.064647,0.017892,0.05932,0.0002,0.0002,0.299275,-4.050979,0.0063,17146,gru
69,276639,-1058.7062,184.6293,2829,0,0,1,0,3.0912,1.626,collision,985.4,0.003282,0.523693,-0.896453,0.897515,3.00745,1.728878,0.024178,5.97245,0.446839,0.457677,-0.835732,1.00963,-2.627279,0.056132,2.360058,0.296891,0.063255,0.018311,0.060255,0.0002,0.0002,0.296891,-4.078749,0.006182,17323,gru
70,280457,906.567,416.2298,3818,1,1,0,0,0.294,1.619,goal,998.1,0.008896,0.52336,-0.893081,0.898424,3.026664,1.7532,0.014429,5.995853,0.485611,0.449899,-0.896432,1.007714,-2.640221,0.068756,2.361697,0.294525,0.069046,0.017916,0.07095,0.0002,0.0002,0.294525,-4.107632,0.006089,17562,gru
71,285159,-922.3939,294.8497,4702,0,0,1,0,1.5682,1.614,collision,1012.6,-0.015176,0.52814,-0.890123,0.897773,3.050749,1.741578,0.01549,5.984873,0.486886,0.4279,-0.689869,1.002854,-2.656218,0.079298,2.359743,0.292179,0.075161,0.018158,0.077995,0.0002,0.0002,0.292179,-4.132121,0.005964,17856,gru
72,289715,-1223.0045,127.3098,4556,0,0,1,0,1.8507,1.638,collision,1026.8,0.002849,0.527192,-0.895974,0.898112,3.115362,1.737629,0.014322,5.987724,0.4446,0.466917,-1.0,1.00465,-2.660933,0.056216,2.360592,0.289851,0.063027,0.017555,0.084004,0.0002,0.0002,0.289851,-4.160048,0.005934,18141,gru
73,293916,467.0273,83.3842,4201,0,0,1,0,0.3052,1.588,collision,1040.4,0.003253,0.537052,-0.896969,0.895075,3.012072,1.748445,0.01105,5.997005,0.474612,0.430312,-0.645995,1.0,-2.664247,0.056149,2.359833,0.287542,0.062738,0.017692,0.085034,0.0002,0.0002,0.287542,-4.185986,0.00599,18404,gru
74,298056,470.0373,36.9007,4140,0,0,1,0,0.3057,1.617,collision,1053.6,0.000493,0.528187,-0.892656,0.896908,3.036864,1.74282,0.011296,5.98956,0.479924,0.424228,-0.696589,1.0,-2.681401,0.072932,2.361021,0.285251,0.071093,0.016674,0.064666,0.0002,0.0002,0.285251,-4.21435,0.006002,18663,gru
75,301666,883.9409,137.8897,3610,1,1,0,0,0.289,1.628,goal,1065.9,-0.006994,0.526388,-0.896095,0.897092,3.077344,1.735235,0.033762,5.994381,0.507207,0.42703,-0.317288,1.0,-2.697479,0.077431,2.360265,0.282978,0.07317,0.017026,0.111838,0.0002,0.0002,0.282978,-4.240285,0.005963,18889,gru
76,306476,-1663.1258,-119.0793,4810,0,0,1,0,2.0846,1.599,collision,1080.6,0.006917,0.525182,-0.897,0.89531,2.997887,1.752376,0.007098,5.991978,0.429547,0.465431,-1.0,1.0,-2.685756,0.077787,2.358614,0.280723,0.07325,0.018068,0.168192,0.0002,0.0002,0.280723,-4.265068,0.006012,19190,gru
77,310731,89.14,-113.4613,4255,0,0,1,0,0.7243,1.618,collision,1094.2,-0.008253,0.524251,-0.896194,0.892683,3.068186,1.762754,0.015002,5.986982,0.457828,0.45053,-1.0,1.0,-2.703963,0.100603,2.358447,0.278486,0.084923,0.015727,0.103187,0.0002,0.0002,0.278486,-4.291723,0.006054,19456,gru
78,315381,-1396.4783,-344.6996,4650,0,0,1,0,1.8346,1.615,collision,1108.7,0.007469,0.521839,-0.897845,0.898613,3.029226,1.754776,0.015098,5.99189,0.472731,0.437433,-0.590342,1.0,-2.709272,0.08011,2.359905,0.276268,0.073413,0.015333,0.104761,0.0002,0.0002,0.276268,-4.320461,0.006107,19747,gru
