episode,global_step,reward,avg10,length,success,goal_touched,collision,timeout,min_dist,avg_speed_ms,end_reason,elapsed_s,act0_mean,act0_std,act0_min,act0_max,act1_mean,act1_std,act1_min,act1_max,obs_mean,obs_std,obs_min,obs_max,actor_loss,critic_loss,policy_entropy,entropy_coef,td_error,grad_norm_actor,grad_norm_critic,lr_actor,lr_critic,alpha,alpha_loss,target_update_magnitude,replay_buffer_size,recurrent_cell
79,320351,-108.1457,-991.0943,4325,0,0,1,0,0.3356,1.598,collision,1378.9,0.00454,0.53588,-0.895854,0.894941,3.06206,1.770244,0.01424,5.993261,0.457621,0.451188,-0.999997,1.00785,-2.918789,0.061257,2.359999,0.584457,0.095877,0.032706,0.051678,0.0002,0.0002,0.584457,-1.911264,0.00392,20059,gru
80,324574,-49.3783,-735.6315,4223,0,0,1,0,0.3409,1.608,collision,1392.1,-0.009632,0.529315,-0.895664,0.897042,3.053683,1.764579,0.01317,5.985043,0.468932,0.437789,-0.999997,1.0,-2.915723,0.114317,2.360525,0.583056,0.12076,0.03616,0.032884,0.0002,0.0002,0.583056,-1.920092,0.003894,20323,gru
81,328197,412.2067,-480.9008,3623,1,1,0,0,0.2998,1.591,goal,1404.2,-0.002197,0.52821,-0.898907,0.896591,2.959832,1.757743,0.020319,5.992564,0.503616,0.435047,-0.376106,1.0,-2.922208,0.078757,2.361362,0.581659,0.106868,0.027804,0.038066,0.0002,0.0002,0.581659,-1.929089,0.003868,20550,gru
82,331850,-1924.6286,-710.3919,3653,0,0,1,0,2.4979,1.605,collision,1417.5,-0.01675,0.533701,-0.896657,0.895374,3.06422,1.754061,0.016238,5.985796,0.443982,0.462313,-1.0,1.0,-2.914496,0.091309,2.360542,0.580265,0.112254,0.036708,0.054837,0.0002,0.0002,0.580265,-1.937189,0.003852,20779,gru
83,336171,-78.2638,-595.6567,4321,0,0,1,0,0.3468,1.594,collision,1435.9,0.014076,0.532597,-0.89686,0.89796,3.025058,1.765949,0.018959,5.983345,0.473575,0.433604,-0.656129,1.002702,-2.902317,0.085255,2.35986,0.578874,0.106218,0.031397,0.063896,0.0002,0.0002,0.578874,-1.945361,0.003839,21050,gru
84,339486,-1671.5019,-804.1201,3315,0,0,1,0,2.7069,1.616,collision,1454.6,-0.00114,0.523642,-0.891094,0.898773,3.079165,1.764985,0.011251,5.974655,0.45279,0.446429,-0.728179,1.0,-2.904914,0.102351,2.360714,0.577486,0.114672,0.029789,0.058459,0.0002,0.0002,0.577486,-1.954372,0.003828,21258,gru
85,343923,-902.7482,-931.3354,4437,0,0,1,0,0.9471,1.613,collision,1477.8,-0.002395,0.533702,-0.893228,0.898601,3.040903,1.740393,0.005843,5.996147,0.489269,0.419288,-0.576763,1.011811,-2.909868,0.111879,2.359881,0.576102,0.120575,0.027293,0.059956,0.0002,0.0002,0.576102,-1.962457,0.003816,21536,gru
86,348718,-2524.9163,-1008.9562,4795,0,0,1,0,2.1618,1.608,collision,1502.3,-0.002966,0.526524,-0.898229,0.894937,3.036273,1.757651,0.021436,5.993774,0.463375,0.429777,-0.603177,1.0,-2.912724,0.075472,2.359651,0.574721,0.102839,0.042347,0.056026,0.0002,0.0002,0.574721,-1.970872,0.00381,21836,gru
87,353030,-207.777,-819.7243,4312,0,0,1,0,0.4588,1.594,collision,1524.8,0.023211,0.527581,-0.895796,0.896252,2.991613,1.772375,0.009662,5.99119,0.476864,0.430513,-0.622773,1.007231,-2.903427,0.069783,2.357764,0.573344,0.100405,0.039976,0.053507,0.0002,0.0002,0.573344,-1.978365,0.003803,22106,gru
88,357911,-2319.9326,-937.5086,4881,0,0,1,0,2.1613,1.597,collision,1550.2,-0.016543,0.534481,-0.8947,0.89586,3.024578,1.75767,0.019512,5.994823,0.458132,0.424474,-0.685806,1.0,-2.914789,0.097311,2.360808,0.57197,0.113649,0.03072,0.050354,0.0002,0.0002,0.57197,-1.988603,0.003785,22412,gru
89,362109,-498.1175,-976.5057,4198,0,0,1,0,0.7348,1.613,collision,1572.5,0.001011,0.526952,-0.894423,0.894635,3.082784,1.767175,0.018176,5.987948,0.453086,0.454314,-1.0,1.0,-2.902948,0.102447,2.360472,0.570599,0.115515,0.033978,0.07873,0.0002,0.0002,0.570599,-1.99696,0.003762,22675,gru
90,366890,-2473.425,-1218.9104,4781,0,0,1,0,2.1509,1.604,collision,1599.5,0.003089,0.534096,-0.895399,0.896376,3.031202,1.763266,0.012309,5.992608,0.429449,0.463156,-1.0,1.0,-2.894705,0.065867,2.361249,0.569231,0.098243,0.037998,0.073443,0.0002,0.0002,0.569231,-2.00594,0.003742,22974,gru
91,369969,-1677.9535,-1427.9264,3079,0,0,1,0,2.9531,1.61,collision,1619.0,-0.000452,0.526981,-0.896746,0.895215,3.036066,1.756943,0.011374,5.99044,0.451276,0.452572,-0.747349,1.005058,-2.898288,0.076825,2.361188,0.567867,0.10124,0.032876,0.053496,0.0002,0.0002,0.567867,-2.014453,0.003726,23167,gru
92,374284,-660.9854,-1301.5621,4315,0,0,1,0,0.8472,1.605,collision,1643.6,0.00814,0.531104,-0.898682,0.895774,3.060267,1.768128,0.007168,5.985841,0.478845,0.429011,-0.430995,1.0,-2.893721,0.142022,2.36015,0.566506,0.135401,0.034212,0.042746,0.0002,0.0002,0.566506,-2.022408,0.003711,23437,gru
93,378085,371.0438,-1256.6314,3801,1,1,0,0,0.2996,1.589,goal,1663.6,0.000631,0.533949,-0.898434,0.894336,3.010369,1.753577,0.016348,5.984192,0.500683,0.437382,-0.28531,1.008491,-2.89506,0.142493,2.360286,0.565148,0.136449,0.02616,0.038412,0.0002,0.0002,0.565148,-2.031029,0.003694,23675,gru
94,382367,-349.9353,-1124.4747,4282,0,0,1,0,0.5642,1.595,collision,1685.6,0.001859,0.529556,-0.894536,0.897366,2.977154,1.76649,0.007789,5.981697,0.451617,0.455378,-1.0,1.0,-2.89395,0.095087,2.360171,0.563793,0.111666,0.032151,0.060066,0.0002,0.0002,0.563793,-2.039506,0.003682,23943,gru
95,386572,-307.0157,-1064.9014,4205,0,0,1,0,0.6451,1.626,collision,1706.2,-0.008744,0.529168,-0.897165,0.895756,3.102526,1.75421,0.012153,5.986093,0.464003,0.44506,-1.0,1.0,-2.898525,0.066919,2.360666,0.562442,0.096166,0.030168,0.064848,0.0002,0.0002,0.562442,-2.048334,0.003659,24206,gru
96,391195,-2506.6135,-1063.0712,4623,0,0,1,0,2.1383,1.595,collision,1729.4,0.007168,0.530776,-0.89387,0.893201,3.011474,1.758351,0.008776,5.995396,0.464418,0.434734,-0.659375,1.0,-2.882014,0.112271,2.359955,0.561094,0.117837,0.029075,0.046746,0.0002,0.0002,0.561094,-2.056468,0.003638,24495,gru
97,394863,312.2745,-1011.066,3668,1,1,0,0,0.2857,1.592,goal,1748.9,-0.000236,0.534668,-0.893829,0.894893,3.022047,1.763193,0.004104,5.992954,0.496183,0.443146,-0.392959,1.0,-2.883358,0.046809,2.360853,0.559749,0.087344,0.035078,0.038985,0.0002,0.0002,0.559749,-2.065532,0.003624,24725,gru
98,399190,-690.4918,-848.1219,4327,0,0,1,0,0.8675,1.588,collision,1770.8,-0.007908,0.530365,-0.898544,0.897742,2.998361,1.774707,0.0047,5.998357,0.486536,0.420358,-0.533727,1.0,-2.882029,0.156727,2.361258,0.558408,0.1403,0.029245,0.052755,0.0002,0.0002,0.558408,-2.074314,0.003614,24996,gru
99,403652,-1071.7377,-905.484,4462,0,0,1,0,1.1001,1.583,collision,1794.4,0.006687,0.52868,-0.897192,0.893576,2.957748,1.761773,0.006239,5.992476,0.445339,0.465304,-1.0,1.0,-2.883705,0.125684,2.360027,0.557069,0.124792,0.030522,0.031907,0.0002,0.0002,0.557069,-2.082139,0.003597,25275,gru
100,407906,-394.8668,-697.6281,4254,0,0,1,0,0.6372,1.609,collision,1816.2,-0.014782,0.530393,-0.897056,0.898589,3.058877,1.767469,0.009769,5.980452,0.461135,0.446357,-1.0,1.0,-2.887375,0.116457,2.360279,0.555734,0.117392,0.026724,0.041049,0.0002,0.0002,0.555734,-2.09083,0.00359,25541,gru
101,412092,-273.6069,-557.1935,4186,0,0,1,0,0.5789,1.611,collision,1841.0,0.00689,0.532339,-0.897696,0.897441,3.072081,1.760926,0.013383,5.98555,0.47649,0.42871,-0.450173,1.0,-2.88262,0.086097,2.359712,0.554402,0.102814,0.030588,0.0386,0.0002,0.0002,0.554402,-2.099039,0.00359,25803,gru
102,416769,-1927.1999,-683.8149,4677,0,0,1,0,1.6473,1.603,collision,1864.4,-0.006971,0.530288,-0.896645,0.89343,3.009589,1.751117,0.01937,5.991149,0.485477,0.428834,-0.655527,1.011687,-2.878326,0.091802,2.359747,0.553073,0.107038,0.035876,0.038678,0.0002,0.0002,0.553073,-2.107603,0.003579,26096,gru
103,420342,381.1859,-682.8007,3573,1,1,0,0,0.2942,1.596,goal,1886.2,0.010989,0.52934,-0.896103,0.898819,2.978172,1.760159,0.006661,5.97922,0.49662,0.443082,-0.272564,1.0,-2.878892,0.066594,2.360983,0.551748,0.09447,0.028856,0.029126,0.0002,0.0002,0.551748,-2.116879,0.003564,26320,gru
104,424782,-1476.1804,-795.4252,4440,0,0,1,0,1.3914,1.603,collision,1909.5,0.014931,0.524815,-0.897764,0.89534,3.019466,1.752724,0.004299,5.983395,0.474785,0.436306,-0.434735,1.0,-2.888966,0.074202,2.361701,0.550425,0.095704,0.030164,0.054549,0.0002,0.0002,0.550425,-2.125853,0.003544,26598,gru
105,427895,-1776.4742,-942.3711,3113,0,0,1,0,2.7488,1.602,collision,1925.9,0.025504,0.529812,-0.895703,0.895716,3.019987,1.746696,0.012152,5.996959,0.447637,0.455622,-0.856051,1.0,-2.87616,0.112052,2.360306,0.549106,0.118814,0.035791,0.048614,0.0002,0.0002,0.549106,-2.133563,0.003534,26793,gru
106,432482,-2424.7004,-934.1798,4587,0,0,1,0,2.0173,1.609,collision,1949.8,-0.003478,0.528862,-0.896197,0.898058,3.034417,1.749076,0.014794,5.981985,0.439737,0.461773,-1.0,1.0,-2.866366,0.162391,2.359538,0.54779,0.14224,0.030263,0.053358,0.0002,0.0002,0.54779,-2.141646,0.00354,27080,gru
107,436795,-297.5223,-995.1595,4313,0,0,1,0,0.5787,1.59,collision,1969.0,0.011046,0.527345,-0.897567,0.894026,3.021821,1.779552,0.014526,5.98268,0.450616,0.456356,-1.0,1.0,-2.864335,0.132146,2.360734,0.546477,0.125547,0.035292,0.061102,0.0002,0.0002,0.546477,-2.15091,0.003538,27350,gru
108,441080,-110.222,-937.1325,4285,0,0,1,0,0.3519,1.586,collision,1990.3,-0.001326,0.532775,-0.896111,0.896425,2.993393,1.771283,0.023147,5.99511,0.459224,0.447796,-1.0,1.0,-2.874318,0.107201,2.360136,0.545167,0.116221,0.028223,0.053656,0.0002,0.0002,0.545167,-2.159091,0.003532,27618,gru
109,444556,-1749.2323,-1004.8819,3476,0,0,1,0,2.7356,1.576,collision,2010.7,-0.015138,0.538489,-0.89885,0.897446,3.022102,1.776167,0.012751,5.979958,0.458904,0.446876,-0.729597,1.00861,-2.87428,0.084417,2.361782,0.54386,0.104956,0.0332,0.069218,0.0002,0.0002,0.54386,-2.168637,0.003521,27836,gru
110,448179,419.5953,-923.4357,3623,1,1,0,0,0.2987,1.609,goal,2033.2,-0.001401,0.531936,-0.894605,0.894372,3.023039,1.736528,0.015916,5.98791,0.504472,0.430491,-0.255928,1.0,-2.868971,0.106995,2.360422,0.542557,0.112459,0.035331,0.059526,0.0002,0.0002,0.542557,-2.176352,0.003509,28063,gru
111,452554,-902.0268,-986.2777,4375,0,0,1,0,0.988,1.602,collision,2056.0,-0.004263,0.52702,-0.897834,0.894862,3.027663,1.777011,0.005353,5.994955,0.48723,0.420162,-0.530804,1.0,-2.873728,0.089576,2.361075,0.541257,0.103262,0.035114,0.08804,0.0002,0.0002,0.541257,-2.185297,0.003496,28337,gru
112,456310,-1895.6982,-983.1275,3756,0,0,1,0,2.4619,1.611,collision,2075.1,-0.014923,0.531649,-0.898918,0.89618,3.060892,1.753285,0.005648,5.988992,0.463316,0.441037,-0.692108,1.0,-2.861822,0.10095,2.359381,0.539959,0.112576,0.031034,0.11056,0.0002,0.0002,0.539959,-2.1928,0.003479,28572,gru
113,460024,370.1252,-984.2336,3714,1,1,0,0,0.298,1.601,goal,2095.6,-0.002234,0.532554,-0.894788,0.899029,3.009461,1.758828,0.016342,5.98817,0.502941,0.436161,-0.401976,1.001818,-2.860189,0.075276,2.360614,0.538665,0.098008,0.032625,0.07952,0.0002,0.0002,0.538665,-2.202102,0.003467,28805,gru
114,463921,-2095.3562,-1046.1512,3897,0,0,1,0,2.4532,1.611,collision,2117.5,0.014246,0.527079,-0.893661,0.896631,3.031004,1.747125,0.010382,5.988422,0.433954,0.463904,-1.0,1.0,-2.869046,0.083323,2.360894,0.537374,0.099924,0.028632,0.071701,0.0002,0.0002,0.537374,-2.210821,0.003456,29049,gru
115,466848,-1680.3647,-1036.5402,2927,0,0,1,0,2.929,1.603,collision,2135.6,-0.029656,0.531437,-0.896938,0.898363,3.01758,1.741559,0.008786,5.994999,0.44088,0.46268,-1.0,1.0,-2.867105,0.142211,2.362,0.536086,0.130711,0.03947,0.066372,0.0002,0.0002,0.536086,-2.220055,0.003443,29232,gru
116,470527,412.6298,-752.8072,3679,1,1,0,0,0.2995,1.6,goal,2154.5,-0.007486,0.526615,-0.896568,0.896483,3.001316,1.760563,0.008636,5.982314,0.496983,0.44181,-0.70663,1.0,-2.868003,0.08786,2.361393,0.534801,0.102621,0.032481,0.043137,0.0002,0.0002,0.534801,-2.228223,0.003436,29462,gru
117,475387,-2820.1889,-1005.0739,4860,0,0,1,0,2.2887,1.612,collision,2179.5,0.014236,0.528448,-0.895707,0.898105,3.047507,1.738699,0.015647,5.995231,0.409099,0.460897,-1.0,1.0,-2.862543,0.064468,2.36133,0.533519,0.090484,0.03073,0.056331,0.0002,0.0002,0.533519,-2.23673,0.003438,29766,gru
118,480108,-2631.0113,-1257.1528,4721,0,0,1,0,2.1774,1.591,collision,2202.1,0.000628,0.534792,-0.896237,0.895018,3.015054,1.757805,0.008629,5.985935,0.453702,0.4347,-0.668868,1.0,-2.858994,0.08207,2.361961,0.532241,0.100552,0.032562,0.075742,0.0002,0.0002,0.532241,-2.245674,0.003437,30062,gru
119,484759,-1873.9147,-1269.621,4651,0,0,1,0,1.7257,1.615,collision,2224.9,-0.010448,0.526654,-0.898235,0.896204,3.041576,1.754048,0.008206,5.991663,0.482318,0.430934,-0.612414,1.003415,-2.860967,0.182581,2.360416,0.530965,0.149028,0.029817,0.060383,0.0002,0.0002,0.530965,-2.253244,0.003451,30353,gru
120,489391,-1986.771,-1510.2577,4632,0,0,1,0,1.5982,1.597,collision,2246.9,0.002541,0.526349,-0.895202,0.896329,2.982761,1.756379,0.002822,5.98989,0.477609,0.434457,-0.60256,1.0,-2.86358,0.104261,2.359815,0.529692,0.110898,0.022948,0.058291,0.0002,0.0002,0.529692,-2.261406,0.003467,30643,gru
121,493623,-882.692,-1508.3242,4232,0,0,1,0,1.1083,1.624,collision,2268.6,0.006741,0.522034,-0.895458,0.893605,3.072295,1.753045,0.013643,5.990977,0.480919,0.425627,-0.390758,1.0,-2.849703,0.112292,2.358842,0.528423,0.116738,0.038989,0.093292,0.0002,0.0002,0.528423,-2.269328,0.003471,30908,gru
122,497221,334.9775,-1285.2566,3598,1,1,0,0,0.2875,1.613,goal,2287.6,-0.003292,0.526295,-0.898421,0.895792,3.022308,1.737099,0.013035,5.979588,0.499367,0.439682,-0.293106,1.0,-2.863646,0.053097,2.360908,0.527156,0.081754,0.033979,0.083422,0.0002,0.0002,0.527156,-2.279191,0.003462,31133,gru
123,500738,-1902.7892,-1512.5481,3517,0,0,1,0,2.4839,1.605,collision,2306.5,-0.022895,0.525605,-0.897391,0.892494,3.01694,1.760917,0.019406,5.978752,0.445695,0.460857,-1.0,1.0,-2.861038,0.074032,2.359602,0.525893,0.095406,0.031684,0.054405,0.0002,0.0002,0.525893,-2.286897,0.003451,31353,gru
124,505014,-198.431,-1322.8555,4276,0,0,1,0,0.4834,1.609,collision,2329.6,-0.007023,0.52548,-0.898655,0.895153,3.046138,1.757726,0.023879,5.986345,0.457738,0.450196,-0.999999,1.000726,-2.854092,0.110344,2.360087,0.524632,0.11087,0.026549,0.04263,0.0002,0.0002,0.524632,-2.295751,0.00344,31621,gru
125,509456,-1319.1465,-1286.7337,4442,0,0,1,0,1.3259,1.593,collision,2353.1,0.007563,0.523138,-0.899072,0.897578,3.017879,1.775415,0.015542,5.993857,0.443382,0.46803,-1.0,1.0,-2.864072,0.099536,2.361225,0.523375,0.106542,0.031299,0.045084,0.0002,0.0002,0.523375,-2.30503,0.003437,31899,gru
126,513380,-2046.7835,-1532.6751,3924,0,0,1,0,2.3388,1.594,collision,2373.0,0.017995,0.529586,-0.898296,0.894595,3.015573,1.76861,0.013364,5.983166,0.465,0.444069,-0.656588,1.0,-2.853368,0.181026,2.360781,0.52212,0.149874,0.02966,0.066092,0.0002,0.0002,0.52212,-2.313289,0.003431,32145,gru
127,518016,-2256.2481,-1476.281,4636,0,0,1,0,1.7528,1.597,collision,2398.0,0.00844,0.534188,-0.897139,0.896037,3.030714,1.761247,0.012386,5.987475,0.474256,0.435271,-0.590102,1.0,-2.855671,0.104513,2.361951,0.520869,0.109264,0.027654,0.057547,0.0002,0.0002,0.520869,-2.322595,0.003438,32435,gru
128,521651,352.5672,-1177.9231,3635,1,1,0,0,0.295,1.61,goal,2418.5,-0.008803,0.521034,-0.896501,0.892781,3.021554,1.764573,0.018722,5.990361,0.508203,0.430401,-0.2436,1.0,-2.861341,0.064685,2.360492,0.519621,0.090351,0.038126,0.048458,0.0002,0.0002,0.519621,-2.330188,0.003448,32663,gru
129,525987,-349.6873,-1025.5004,4336,0,0,1,0,0.6421,1.606,collision,2435.0,-0.00239,0.530953,-0.893329,0.897051,3.029734,1.765362,0.02044,5.993248,0.45607,0.453178,-1.0,1.009018,-2.869043,0.110737,2.360413,0.518375,0.111117,0.033376,0.062483,0.0002,0.0002,0.518375,-2.338678,0.003444,32934,gru
